6	18	2	3	4	6.1	6.2	8	9	•15	16	18.1	24	25	49	50	52	54
DDX17	11.68	16.15	12.74	12.52	12.14	12.13	12.09	13.05	12.05	12.17	12.14	16.19	12.27	12.01	12.34	12.82	11.86	12.09
DDX58	9.305	10.25	9.825	8.695	8.734	10.57	10.47	10.55	9.457	8.152	8.769	10.75	8.714	7.385	9.27	9.155	8.385	8.522
DDX60	8.936	10.66	10.59	9.033	8.92	9.941	9.677	11.54	10.5	9.672	9.649	11.72	10.38	8.605	11.4	10.13	12.58	9.595
DES	6.281	9.908	4.597	6.089	5.3	12.61	3.681	10.48	7.103	6.459	5.236	0	3.741	11.68	3.762	7.91	8.511	8.329
DHX58	8.151	10.06	9.691	8.795	8.248	9.432	9.295	9.672	9.063	8.225	8.464	12.07	8.489	6.743	10.3	9.061	12.72	8.584
DKK2	5.475	7.273	5.715	4.354	5.612	1.472	1.534	8.374	6.298	5.799	3.872	9.655	3.741	3.558	2.814	3.934	5.888	4.881
DLL4	6.093	7.36	6.25	7.848	8.397	7.71	5.572	6.184	6.728	6.844	6.317	10.53	5.119	6.07	5.162	7.522	8.734	6.48
DSCAM	2.452	0.2619	3.327	2.919	3.445	0.09366	1.534	2.587	1.842	3.1	2.933	2.94	0	2.459	0	0	0	5.51
DSTYK	9.194	11.15	8.173	8.856	6.947	9.552	9.957	8.187	9.011	9.102	8.932	8.298	8.364	8.278	5.969	8.461	10.65	8.032
Dusp5	8.813	9.864	10.82	9.235	9.303	8.47	7.556	10.09	9.588	9.735	11.14	12.11	10.13	7.334	8.332	11.83	14.11	10.76
Dusp6	10.27	12.17	13.5	11.32	11.1	10.48	9.792	10.29	9.518	12.04	12.1	11.99	11.24	12.3	8.474	11.1	9.098	12.32
ECD	6.795	8.355	7.001	7.352	6.965	6.808	5.965	8.575	7.173	7.063	6.224	10.34	6.444	5.771	5.923	7.729	9.574	6.75
ECM1	10.6	10.91	10.84	10.11	9.958	10.46	10.63	9.277	7.978	9.24	9.622	13.49	8.638	7.138	10.01	7.18	9.931	8.349
ECM2	8.066	8.126	6.64	8.603	8.93	9.171	5.572	9.273	8.696	7.54	6.566	11.27	5.544	6.07	5.491	7.759	12.33	7.573
EDN1	6.991	8.268	6.89	5.682	6.811	6.434	4.609	7.139	7.014	6.054	6.711	10.95	5.119	4.08	5.426	6.365	3.741	6.622
EDN2	0.7354	0	0	1.272	2.618	0	0	0.4405	3.178	2.854	0	0	0	0	0	0	0	0
EDN3	4.498	3.432	0	5.166	5.115	3.264	0	6.801	3.717	4.547	2.933	7.584	4.18	3.062	4.626	0	14.28	6.281
EED	7.721	8.312	8.196	6.963	8.502	7.574	7.437	8.533	7.131	8.384	7.138	10.2	8.019	7.06	8.016	7.874	7.922	7.608
EFEMP1	8.624	8.268	9.296	10.14	10.13	10.13	5.803	9.469	9.356	8.615	7.643	10.04	7.686	7.998	5.891	10.34	10.2	10.61
EFEMP2	9.127	8.993	9.7	10.33	11.25	9.552	8.117	9.638	9.385	9.95	8.248	10.27	9.286	9.573	10.45	9.14	10.04	9.355
EFNA1	7.921	10.27	9.206	7.612	8.277	7.823	5.468	9.503	7.722	7.161	8.435	11.5	7.873	7.345	7.842	8.561	6.715	7.941
EFNA2	1.387	0	0	3.935	2.187	0	0	0	3.558	4.704	0	0	0	3.411	6.786	0.8986	0	3.31
EFNA3	6.597	7.519	5.261	5.787	6.214	5.334	4.399	9.518	7.523	6.27	7.064	9.28	5.544	5.612	5.969	7.348	7.237	6.193
EFNA4	6.625	9.95	6.946	7.658	6.661	6.83	6.178	8.164	7.278	6.877	6.164	10.47	6.383	6.358	7.458	7.645	7.728	5.649
EFNA5	6.383	5.877	0	6.062	6.705	5.334	5.296	7.29	5.993	8.343	6.224	7.028	3.741	7.212	3.616	0	8.627	6.075
EFNB1	7.23	9.639	6.707	7.612	9.303	8.354	2.633	8.913	7.434	7.363	8.017	11.59	6.68	7.022	6.955	7.892	9.138	7.08
EFNB2	7.385	9.493	6.771	7.782	8.342	8.427	5.356	9.895	7.252	8.016	8.998	10.99	5.871	6.977	5.162	8.208	9.098	7.65
EFNB3	4.498	6.452	5.261	4.678	5.981	4.43	2.186	7.216	7.088	7.033	5.157	2.94	6.424	5.678	9.005	6.69	8.317	8.088
EGR1	9.835	12.23	10.74	10.08	10.33	10.02	7.08	9.739	11.17	11.71	10.2	15.61	9.076	10.86	8.724	13.25	12.94	11.23
EMR1	2.882	0	5.429	6.948	6.638	0.09366	0	3.61	4.32	2.183	2.933	7.028	4.082	0	2.517	3.22	9.953	4.636
EPHA1	5.945	4.349	2.409	3.669	2.618	0.09366	2.974	8.638	5.184	4.975	2.933	9.952	4.849	0	2.342	4.068	0	3.132
EPHA10	0	0	0	3.669	2.187	0.09366	0	0.4405	0	0	1.394	0	1.949	0	0.8469	3.22	0	3.132
EPHA2	9.35	10.77	9.135	9.116	9.198	8.92	7.23	9.89	7.839	8.585	8.443	13.61	8.465	8.273	8.326	9.057	8.928	7.674
EPHA3	4.823	5.306	7.001	6.492	5.515	6.043	0	5.27	6.221	3.657	5.825	2.94	3.107	3.411	1.911	4.305	0	7.927
EPHA4	6.914	4.349	5.261	7.05	6.871	7.087	6.144	8.981	5.897	6.757	4.79	8.298	4.439	4.5	8.625	7.474	7.728	8.639
EPHA5	6.19	0.2619	5.072	6.552	0	6.717	7.367	1.54	0	0	0	2.94	0.571	5.292	0	8.094	4.84	7.163
EPHA6	0	0.2619	3.327	2.919	3.218	0	0	0.4405	0	0	3.411	0	2.337	0.584	2.342	2.277	3.741	4.99
EPHA7	3.994	0	0	6.552	3.813	4.039	0	5.381	0	0.8873	0	7.028	2.337	0	0	0	6.715	6.84
EPHB1	2.452	6.738	3.327	3.935	4.976	3.264	0	5.986	2.308	2.854	0.7025	8.963	0.571	7.022	1.294	0	7.083	4.824
EPHB2	3.057	0	7.053	5.113	5.944	5.451	2.974	5.672	5.386	3.494	2.212	8.298	3.107	1.684	5.826	5.397	9.389	5.09
EPHB3	6.448	7.913	8.841	8.105	7.291	5.8	0	8.124	4.884	7.874	6.725	6.11	4.788	8.64	7.681	0	12.45	6.323
EPHB4	8.004	10.06	8.899	7.721	9.425	8.596	3.681	8.981	8.691	9.271	9.31	11.4	7.49	8.151	7.838	10.05	9.975	8.124
EPHB6	7.627	8.789	5.953	4.816	5.788	4.911	0	9.733	7.131	6.605	4.737	10.47	5.069	1.05	3.06	5.052	8.57	7.493
ERAP1	9.779	9.414	10.36	9.379	9.579	9.804	9.295	11.08	9.463	9.087	8.14	10.65	11.02	8.289	9.27	10.42	7.922	9.589
ERAP2	9.213	9.287	8.431	9.768	10.15	9.158	8.279	11.09	11.22	9.742	8.946	12.45	10.93	10.21	10.81	8.07	11.9	10.76
ESAM	8.131	9.123	7.915	9.019	10.29	10.06	7.097	8.14	8.396	7.97	7.584	9.655	6.882	7.223	6.993	8.891	8.093	8.409
Etv1	10.28	11.61	10.44	9.808	9.252	9.768	10.39	9.354	8.032	10.02	10.31	11.44	9.054	11.06	4.736	9.385	9.016	8.531
Etv4	7.681	9.219	8.955	8.564	4.35	8.277	8.39	5.434	2.942	8.972	9.029	7.584	7.702	7.982	0.8469	7.413	10.44	9.58
Etv5	10.33	11.97	10.39	10.34	8.489	10.68	11.03	7.654	8.408	11.25	9.836	12.07	10.21	10.5	5.611	10.09	7.62	10.54
F11R	9.447	8.938	8.47	9.119	9.139	9.242	8.65	11.11	9.432	8.367	10.44	9.859	9.247	8.196	8.251	9.681	9.931	9.773
F2R	7.833	11.79	8.856	8.722	9.914	8.331	7.556	8.936	8.161	9.23	7.87	11.62	10.37	8.628	5.998	8.405	11.64	7.358
F2RL1	6.152	5.877	5.953	4.749	5.788	4.827	0	8.319	5.758	5.489	5.416	9.28	4.358	4.305	1.294	4.766	7.728	5.138
FADD	6.745	9.673	7.67	6.591	7.306	6.974	6.447	6.718	7.34	7.641	6.472	11.23	6.277	6.338	6.828	7.708	7.828	6.364
FAM19A1	0	0	0	0	0	0	0	0	0	0	0	0	1.419	0	0	0	0	5.835
FAM19A2	3.354	0	0	5.113	4.902	2.63	0	5.381	4.505	3.494	3.111	9.54	2.337	2.731	3.169	4.068	6.911	7.092
FAM19A3	4.871	0.2619	7.997	5.313	4.35	4.642	3.25	2.919	0	5.727	4.368	8.773	4.788	4.795	3.169	4.41	8.093	6.442
FAM19A4	1.835	5.306	4.284	4.159	4.558	4.911	3.681	5.084	3.38	3.311	4.502	0	3.864	0	1.635	7.024	7.083	5.473
FAM69B	5.622	10.31	0	5.885	6.468	7.467	6.675	4.528	6.221	8.384	9.007	9.655	6.186	6.89	8.458	7.195	8.57	8.508
FAP	10.74	9.047	9.954	10.06	11.83	9.234	9.45	9.754	9.753	8.337	8.028	9.655	9.139	8.21	5.705	7.579	11.19	9.35
FAS	5.9	6.095	5.715	6.492	7.832	5.138	3.856	7.231	6.612	5.254	5.635	7.985	5.168	7.39	4.33	6.56	8.317	5.649
FASLG	5.412	0	7.245	5.946	3.967	4.738	0	9.12	7.265	5.304	4.79	8.773	6.807	1.684	4.771	6.39	6.488	6.147
FCER1G	9.296	10.07	12.09	11.48	11.29	10.28	8.577	11.14	11.92	9.76	13.6	14.87	9.864	8.328	9.582	11.94	12.51	11.22
FCGR2B	10.07	10.76	12.11	10.67	10.17	8.712	7.543	11.53	10.33	8.933	11.67	13.98	8.827	8.136	9.199	11.09	10.89	9.511
FCGR3A	10.04	7.519	13.36	11.98	12.08	10.43	9.333	11.19	12.77	10.05	10.18	11.15	11.77	9.419	9.927	12.79	11.65	11.88
FCGRT	10.68	8.126	11.64	11.11	12.09	11.49	10.54	11.9	11.49	10.63	9.048	10.59	10.82	11.1	10.99	12.09	10.89	11.18
FCN2	0	0	0	0	0	0.09366	0	2.919	0	0	0	0	0	0	0.8469	8.436	6.715	0
FGF10	2.882	5.619	4.597	5.359	5.412	6.151	3.856	4.622	4.218	4.547	3.66	10.53	3.293	3.692	4.464	2.969	9.138	4.341
FGF2	6.073	7.181	8.826	7.44	7.482	8.186	3.856	7.332	6.221	6.344	6.299	8.555	6.444	4.5	4.664	6.626	10.75	8.287
FGFR1	7.966	6.284	6.64	7.712	8.944	8.346	7.409	7.812	7.881	7.641	8.464	7.584	6.232	5.206	7.206	7.238	8.172	7.658
FGFR2	3.709	0	0	2.919	4.233	0	1.534	6.584	2.659	2.557	0	0	0	0	0	4.068	0	6.323
FGFR3	8.735	6.095	4.284	2.65	4.558	4.311	1.534	10.14	7.694	7.339	6.805	8.963	3.864	2.3	5.723	4.305	6.219	8.045
FGFR4	3.811	8.692	2.409	4.26	3.967	0.09366	0.3113	4.528	6.112	2.854	3.269	9.655	3.293	3.871	4.506	7.51	7.828	6.442
FGFRL1	5.204	11.51	10.57	7.73	7.939	7.625	2.974	7.654	8.209	8.419	6.422	12.11	6.321	6.02	6.179	9.429	10.62	8.504
FLT1	6.808	8.175	7.053	8.105	8.431	8.178	6.651	8.433	7.088	7.386	7.434	8.298	6.162	6.751	7.015	8.118	8.172	7.608
FLT3	5.379	7.36	6.25	4.159	5.357	3.88	0	7.761	5.238	3.311	3.111	10.27	5.119	0	3.762	4.507	9.214	6.05
FLT4	4.774	7.73	0	5.718	6.468	6.62	0	5.485	6.418	5.69	2.212	10.04	3.864	3.411	3.454	7.18	10.14	4.421
FOXp3	4.961	6.452	8.508	5.916	4.74	4.642	0.3113	7.426	5.184	5.613	5.692	9.859	5.984	3.558	5.214	5.235	8.785	5.973
FREM1	5.535	6.738	8.149	5.359	5.658	6.517	0	8.033	5.072	8.424	1.394	2.94	4.907	4.347	0	6.256	10.5	5.273
FREM2	3.057	5.877	10.5	7.171	5.464	4.642	0	4.793	5.386	3.657	0	0	4.439	4.5	8.526	3.934	0	5.435
FURIN	8.899	8.476	9.708	8.504	9.237	8.894	7.843	9.488	7.906	8.965	9.081	0	8.127	7.569	8.642	9.616	10.62	8.716
Fosl1	9.478	4.906	7.858	6.034	7.185	9.549	9.731	5.485	6.323	5.093	7.741	0	6.209	5.292	5.053	8.697	0	9.186
FoxO1	8.648	10.19	9.764	8.919	8.934	8.676	7.594	9.82	8.719	9.164	7.977	11.27	8.957	8.522	7.008	9.448	7.237	9.189
FoxO3	9.173	10.22	10.17	9.129	9.339	8.914	8.073	10.3	9.34	9.719	9.45	11.47	9.198	8.014	9.702	10.33	11.82	9.966
G6PD	9.661	11.65	11.13	10.06	9.992	10.19	10.05	10.66	9.479	9.842	10.29	13.9	9.073	8.594	9.159	10.28	12.76	10.22
GAPDH	13.83	13.66	13.27	13.69	13.27	14.11	13.97	12.71	12.61	14.38	14.68	14.01	12.17	13.54	12.55	12.54	13.28	14.14
GDF15.N	5.047	11.06	9.469	10.87	7.581	6.595	6.809	7.023	7.606	11.8	12.51	16.3	8.199	11.61	5.809	8.379	12.4	6.854
GDF15.C	4.303	9.196	9.975	11.61	7.984	5.334	5.845	5.434	7.352	12.78	14.17	11.56	9.092	12.65	5.592	9.101	12.38	7.104
GFI1	5.945	4.349	8.651	7.462	5.357	5.206	3.25	8.945	8.255	7.993	5.606	9.416	7.767	3.871	6.217	7.971	8.734	8.013
GNLY	5.412	7.593	6.771	6.244	5.907	5.451	3.481	5.838	6.612	7.033	4.737	10.47	5.215	3.926	5.264	4.766	7.503	7.264
GPC1	7.821	7.593	10.78	9.226	8.696	8.427	6.42	10.26	8.779	8.507	9.477	7.584	8.789	8.259	6.853	9.316	9.515	9.33
GRAP2	6.299	7.73	8.149	7.64	6.245	6.462	4.153	9.878	7.291	6.645	7.246	10.53	7.751	3.558	6.315	7.007	10.5	6.796
GRN	12.61	14.79	13.88	13.7	13.34	12.79	12.15	13.86	13.82	12.17	12.18	17.03	12.49	11.57	12.81	14.01	15.51	13.3
GXP1	11.23	9.512	12.37	11.3	11.6	11.62	10.75	11.42	12.32	11.37	11.11	11.34	11.29	10.76	9.376	12.79	14.26	11.94
GZMA	8.695	7.36	10.96	10.3	7.334	8.253	6.97	12.85	10.91	9.357	8.205	11.7	10.12	5.595	8.012	10.95	14.32	10.38
GZMB	6.416	4.349	8.47	8.265	6.983	6.694	3.481	9.993	8.779	7.063	7.425	7.584	7.072	4.386	7.212	6.791	7.083	8.684
GZMK	8.298	7.442	9.954	8.997	6.79	7.305	5.296	11.26	8.442	7.923	6.204	11.59	9.96	5.09	7.225	11.04	12.4	9.6
HAVCR2	7.791	5.877	10.28	8.636	9.263	8.269	7.352	10.42	9.982	7.519	7.434	8.555	9.321	6.903	7.386	10.05	9.837	9.726
HCK	7.434	8.126	10.61	10.07	10.07	7.887	6.21	9.825	9.466	8.001	7.408	11.47	8.256	5.845	7.495	9.549	11.56	9.043
HEPACAM	2.683	0	6.337	3.935	5.564	6.62	0.3113	2.919	4.218	2.854	3.541	0	3.459	0	4.421	0	0	10.23
HGF	7.681	7.082	9.869	8.381	9.716	7.855	5.845	9.05	8.091	6.344	6.952	10.47	7.992	6.781	6.139	9.696	8.385	9.283
HLA-A	14.34	15.05	16.99	15.36	14.46	15.05	14.97	16.14	16.33	15.13	14.86	19.45	16.22	13.73	14.14	16.57	17.32	15.69
HLA-B	13.19	12.67	14.9	14.03	13.31	14.14	13.26	14.68	14.99	13.8	12.55	16.71	14.5	11.43	12.51	14.86	16.28	13.93
HLA-C	12.27	13.3	14.83	13.19	11.99	12.88	12.04	13.95	14.26	13.33	11.63	17.81	13.7	10.3	12.24	13.84	15.66	13.52
HLA.DMA	9.932	11.59	13.05	11.31	11.08	10.23	7.822	12.21	12.21	9.842	8.309	15.53	11.42	8.575	9.972	12.1	14.66	11.14
HLA.DMB	9.484	8.222	11.46	10.29	10.07	9.154	6.651	11.57	11.62	9.044	7.658	10.47	10.92	7.801	8.651	11.32	10.79	10.51
HLA.DOA	6.732	6.976	10.56	8.247	7.019	6.405	2.974	9.953	10.39	6.523	4.939	9.13	9.881	6.427	5.775	9.755	7.083	8.959
HLA.DOB	8.489	7.36	9.022	7.27	8.138	6.219	4.955	9.398	9.262	6.738	5.664	10.53	8.995	4.605	6.853	9.274	7.922	7.14
HLA.DPA1	11.75	9.622	15.21	13.06	12.47	11.91	9.674	14.88	14.86	12.19	10.81	12.42	14.44	11.3	11.53	14.85	11.8	13.56
HLA.DPB1	2.176	10.04	15.21	13.22	12.28	2.63	0	15.23	14.69	11.89	10.44	13.01	14.09	10.91	10.52	14.59	15.01	13.56
HLA.DQA1	11.82	0	15.21	13.08	0.4709	11.61	9.65	14.63	14.73	12.89	10.22	0	14.43	0	10.91	0.8986	5.457	3.611
HLA.DQA2	3.057	3.432	2.409	3.808	4.233	1.472	2.633	4.946	3.178	0	1.394	7.584	3.459	2.3	2.942	0	0	3.611
HLA.DQB1	10.54	9.072	12.8	10.57	10.94	10.17	8.632	12.88	13.67	8.008	9.256	11.67	8.205	9.705	8.991	14.2	10.95	12.9
HLA.DRA	13.48	13.26	16.8	14.6	14.1	13.29	11.22	16.62	16.11	13.51	12.22	15.38	15.3	12.01	12.57	15.9	14.85	15.02
HLA.DRB1	12.03	11.07	15.73	14.15	10.92	12.54	10.24	15.08	14.43	12.96	11.25	15.07	15.09	7.779	11.65	14.73	13.17	14.47
HLA-E	12.12	12.21	14.03	12.09	12.08	12.73	11.94	14.06	13.4	11.96	11.83	13.53	13.68	10.75	12.3	13.64	14.54	12.58
HLA-F	5.128	4.906	5.953	5.266	5.515	6.185	6.475	6.584	6.395	4.057	3.872	10.27	6.424	1.684	5.336	6.169	7.237	5.273
HLA-G	8.873	9.908	10.88	9.423	8.438	9.46	9.336	10.57	11.51	8.349	9.034	12.3	10.52	7.438	8.35	10.61	11.18	9.571
HLA.H	4.157	0	5.261	1.272	3.641	2.981	0	5.534	3.859	0	2.933	6.11	4.082	1.684	4.506	3.621	9.016	2.693
HPRT1	8.864	8.552	9.589	8.603	9.047	8.67	8.607	8.885	9.103	9.418	10.81	0	8.926	8.829	8.628	8.628	0	9.383
HSP90AA1	13.23	14.4	13.45	14.18	13.32	13.71	13.8	13.43	13.66	14.75	15.24	13.33	13.84	13.42	13.43	14.69	13.24	14.35
HSPA1A	7.695	9.02	8.899	10.59	9.932	10.31	9.065	8.563	9.37	11.1	10.05	13.56	7.858	8.876	10.38	10.99	15.96	9.922
ICAM1	10.11	9.656	12.03	10.57	10.15	10.58	10.68	9.893	9.793	10.76	10.97	10.12	10.53	10.2	9.46	11.08	13.73	10.5
ICAM2	7.426	7.593	7.943	7.686	8.623	8.236	5.715	8.058	7.732	7.077	6.124	9.28	7.318	5.114	8.544	8.503	8.172	7.674
ICAM3	9.307	9.908	9.877	9.476	8.652	8.544	8.2	10.53	9.593	8.458	8.295	11.37	9.34	8.238	8.883	9.624	8.682	9.152
ICAM4	4.371	0.2619	7.332	6.22	5.828	5.066	5.234	5.327	5.605	5.353	5.8	8.555	5.544	4.703	5.162	5.052	7.828	5.805
ICAM5	0	7.969	0	0	2.187	0.09366	0	0	1.15	0	0	0	0	0	2.517	0	3.741	5.185
ICOS	5.005	0	9.035	6.269	5.702	6.252	6.273	9.067	7.89	6.544	5.576	0	7.735	0	5.969	7.874	7.828	6.703
ICOSLG	6.795	5.306	8.765	6.839	7.975	6.786	4.609	8.909	7.768	6.702	6.103	8.773	7.546	4.639	6.192	8.509	9.251	8.271
IDH1	10.7	11.95	10.99	11.17	10.59	11.35	11.27	11.23	10.93	10.19	10.82	12.94	10.09	9.575	11.72	12.19	9.885	11.29
IDH3A	10.37	8.993	9.38	9.542	9.398	10.17	10.23	9.847	9.949	9.532	10.88	8.773	9.469	9.731	9.767	10.95	7.503	9.915
IDO1	6.01	6.284	11.33	7.503	5.047	7.79	5.234	9.525	11.11	8.988	8.805	11.03	7.895	6.826	8.697	8.644	10.94	8.462
IFI30	10.25	10.21	13.11	12.26	12.45	11.08	10.71	11.92	12.84	10.84	10.05	12.09	11.11	8.679	10.69	12.43	14.14	12.11
IFIH1	8.816	7.663	9.022	7.544	7.201	10.3	10.4	9.214	8.492	7.351	8.354	10.12	8.746	5.968	8.983	8.062	10.36	7.658
IFIT1	9.149	10.18	7.453	7.246	7.153	11.46	11.63	9.199	8.924	6.91	8.899	8.773	8.012	6.51	10.47	9.926	8.01	7.941
IFIT1L	0	0	2.409	3.669	0	0	0	0	1.842	3.1	0	8.773	0	0	0	0	5.888	2.06
IFIT2	7.369	5.877	7.245	6.933	6.769	9.221	9.398	8.194	9.352	7.291	7.727	0	7.285	6.656	8.038	8.816	8.172	7.92
IFIT3	7.534	8.851	6.771	5.976	6.151	9.274	8.88	7.963	8.899	6.942	7.686	9.76	7.573	5.489	9.031	8.572	7.62	7.14
IFITM1	12.89	11.93	13.35	12.16	13.45	14.64	14.77	13.14	12.33	12.25	12.46	12.11	13.35	9.416	13.9	12.42	11.99	12.44
IFNA1	2.452	7.181	4.284	6.034	5.907	4.039	3.481	5.838	4.744	0	3.66	9.416	3.977	0	3.616	0	8.834	3.741
IFNA10	2.176	7.273	0	6.492	6.947	5.8	0	5.485	5.433	0.8873	4.891	10.27	5.168	0	4.965	2.277	9.138	4.636
IFNA14	0	0	0	2.65	2.187	2.981	0	0.4405	0	1.676	0	2.94	0	0	1.294	0	7.376	0
IFNA16	0	0	0	3.515	3.445	0	0	3.188	2.942	0	0	6.11	0.571	0	0.8469	1.747	3.741	0
IFNA2	0	6.284	2.409	4.26	4.74	3.88	0	3.937	3.859	3.494	0	7.028	3.741	1.684	3.27	0.8986	6.219	2.93
IFNA21	0	4.906	2.409	3.342	5.115	2.981	0	3.783	3.178	2.183	1.86	9.28	1.419	0	0	2.277	7.728	2.06
IFNA5	2.683	7.593	0	5.646	5.612	3.264	0	4.946	4.589	3.311	0	10.47	4.082	0	2.342	2.969	9.177	4.072
IFNA6	1.387	6.452	0	5.608	4.233	4.181	0	4.71	2.942	0	0	9.54	3.741	0	2.517	1.747	8.449	3.611
IFNA7	0	0	2.409	3.146	0	0	2.633	0	1.842	0	0	0	0	0	0	0	6.488	0.9021
IFNAR1	7.344	6.976	8.733	8.336	8.321	7.686	7.007	8.108	8.413	7.907	7.218	8.963	8.39	7.561	7.648	8.244	10.32	8.785
IFNAR2	9.602	10.79	11.31	10.35	10.46	9.662	8.973	10.45	10.07	9.861	8.967	12.85	10.15	8.851	9.467	10.02	10.99	10.13
IFNB1	0	0.2619	3.883	4.816	3.967	2.981	2.633	4.203	3.989	3.494	0	9.28	3.741	0	1.911	1.747	8.246	2.693
IFNE	3.905	0	5.839	5.058	7.231	4.181	0	6.33	4.32	2.854	1.394	10.65	3.293	0	3.537	2.277	7.828	3.468
IFNG	5.166	0	8.286	7.397	5.115	4.991	0	9.993	8.944	6.083	6.752	7.584	7.858	2.85	6.013	6.791	9.138	6.75
IFNGR1	10.88	10.42	11.84	11.09	11.46	10.59	9.571	12.16	11.32	10.45	10.66	11.27	10.68	9.814	9.964	11.81	8.928	11.58
IFNGR2	11.35	10.68	12.16	11.14	11.01	11	10.61	11.42	11.44	10.96	10.37	10.27	11.39	9.891	9.82	11.33	9.574	11.36
IFNK	3.213	0	0	3.935	4.106	2.164	0	3.937	3.38	3.1	0	8.773	0	0.584	0.1948	0.8986	6.219	4.072
IFNW1	0	5.877	0	4.354	3.445	1.472	0	2.157	0	0	0	0	0	0	2.517	2.664	7.503	0
IGF1R	9.358	12.73	10.57	10.09	9.292	8.899	8.685	9.83	8.672	10.63	10.68	13.46	9.305	8.922	6.152	10.65	14.18	10.59
IGF2R	8.738	10.44	10.44	9.934	9.555	9.074	9.447	9.593	9.563	9.777	9.901	10.47	8.954	9.128	8.887	10.24	9.737	9.652
IKBKB	8.575	11.62	9.507	8.997	9.025	8.682	8.818	9.63	9.003	8.538	8.795	13.61	8.581	7.507	8.628	9.025	11.01	8.324
IKBKE	7.556	9.964	10.22	8.876	8.444	7.031	6.765	9.881	8.366	8.424	8.155	11.15	8.676	7.816	8.355	8.712	12	8.282
IKBKG	9.1	12.16	10.56	9.433	9.244	9.45	9.096	9.857	9.11	8.554	8.949	14.41	8.693	7.884	9.239	9.085	12.28	8.925
IKZF1	5.989	0	7.529	6.648	6.543	4.911	2.974	8.787	7.213	5.867	5.116	7.985	7.36	3.331	5.382	7.855	0	6.951
IL10	5.78	0	6.64	8.387	6.468	4.911	5.101	6.273	5.863	3.494	5.074	0	5.017	3.062	3.454	6.921	7.237	5.138
IL10RA	9.194	9.352	11.73	9.826	9.999	9.175	7.543	11.47	10.44	8.687	7.607	12.39	10.14	6.883	8.472	11.05	10.14	9.687
IL10RB	9.647	9.287	10.88	10.38	10.52	9.853	9.394	10.56	10.28	9.137	9.511	9.13	9.941	9.398	9.679	10.22	10.2	9.997
IL11	3.057	6.095	4.854	5.113	7.216	1.472	2.186	4.203	5.072	2.854	6.439	7.028	3.107	3.871	4.587	4.305	6.488	4.636
IL11RA	7.105	11.08	7.414	6.992	7.216	7.208	3.481	9.354	7.303	8.001	5.074	13.07	6.792	5.981	7.761	7.487	8.734	7.151
IL12A	4.871	5.306	5.429	4.881	4.106	2.164	4.609	5.434	5.563	3.936	2.212	7.028	5.304	0	3.762	4.305	6.911	5.185
IL12B	1.387	0	2.409	3.808	4.35	2.164	0	4.946	4.816	3.657	0.7025	6.11	4.658	2.85	3.06	0.8986	7.503	3.86
IL12RB1	4.436	0	7.767	5.359	3.445	4.54	2.633	6.76	6.508	3.936	2.73	0	6.823	0	4.664	6.228	8.172	5.775
IL12RB2	8.638	0	8.431	5.359	5.464	8.994	9.608	7.464	3.859	7.351	8.821	0	7.11	3.692	6.166	9.207	7.237	8.385
IL13	0.7354	4.906	5.953	4.159	4.74	3.88	2.633	4.793	5.129	2.854	3.968	10.12	4.18	0	2.814	2.277	3.741	2.93
IL13RA1	10.32	10.91	12.62	10.82	11.54	10.13	8.725	11.42	11.14	10.81	10.63	12.33	10.02	10.94	9.863	11.36	12.46	10.92
IL13RA2	0	5.306	0	10.89	7.662	0	4.153	3.188	5.012	4.547	0	7.985	5.069	0	9.96	0	7.922	0
IL15	6.568	5.619	8.219	6.978	7.088	6.934	4.955	8.832	8.305	6.436	5.8	9.76	7.194	4.909	6.769	7.954	10.71	7.253
IL15RA	4.871	6.452	0	2.919	5.179	4.911	0	3.783	0	5.9	0.7025	10.27	3.107	0	0	4.916	6.911	5.356
IL16	10.8	13.71	11.26	10.2	9.487	10.95	11.55	12.27	10.1	9.167	10.43	13.95	10.8	7.126	9.39	11.36	13.17	10.26
IL17C	0	0	0	1.888	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93
IL17D	6.832	8.126	3.883	6.806	5.412	8.49	9.038	6.214	7.265	6.111	8.414	2.94	4.788	9.321	6.535	7.321	0	8.013
IL17F	2.683	4.906	0	4.816	4.35	4.54	0	3.188	2.308	0	4.142	9.416	2.337	3.486	3.762	0	7.62	3.611
IL17RA	9.004	8.023	11.18	9.613	9.999	8.463	7.63	10.8	9.931	9.498	10.44	8.298	9.612	8.551	9.614	10.29	9.098	9.954
IL17RC	7.851	11	9.825	8.341	8.146	8.026	7.943	9.414	8.638	8.288	6.725	12.11	7.937	7.646	7.964	9.189	9.997	8.165
IL17RD	7.708	0	0	5.753	4.902	7.031	7.367	6.488	5.433	5.727	4.057	0	5.26	6.13	4.903	6.829	7.376	8.106
IL17RE	7.034	9.95	6.64	5.885	6.947	7.41	3.481	9.669	6.747	6.774	5.274	11.83	7.252	2.96	4.934	6.199	7.237	4.072
IL18	8.728	8.175	9.818	8.203	7.948	6.434	5.413	10.32	8.541	7.509	6.779	10.53	8.758	5.678	7.051	9.008	12.39	8.918
IL18BP	4.961	8.396	8.075	6.471	6.727	6.043	4.609	7.386	8.774	6.502	5.116	0	7.085	4.735	7.541	7.21	7.083	6.897
