6	18	2	3	4	6.1	6.2	8	9	•15	16	18.1	24	25	49	50	52	54
CCL8	7.426	5.306	8.899	9.753	7.651	9.603	9.355	8.545	9.117	7.134	7.365	0	7.635	4.909	8.707	7.789	4.84	7.175
CCR1	8.306	6.284	9.488	9.684	9.965	8.955	8.264	9.112	9.457	7.726	7.774	9.859	8.435	6.02	7.653	8.859	8.093	9.074
CCR10	3.811	0	0	6.428	5.944	5.394	0	4.946	4.744	7.253	7.148	8.773	4.439	3.158	8.552	5.447	9.251	5.23
CCR2	7.044	5.619	8.899	7.756	7.201	6.252	3.481	8.876	8.039	6.664	5.116	0	8.115	4.463	6.845	7.545	10.62	8.205
CCR3	3.994	0.2619	3.327	5.608	6.304	4.311	0	5.798	4.744	3.311	4.142	9.54	4.516	2.85	4.626	3.22	8.093	4.824
CCR4	4.823	0	6.25	5.646	5.179	1.472	3.25	7.574	5.683	4.628	3.77	8.555	5.717	3.158	5.053	5.397	5.457	5.51
CCR5	6.991	4.906	9.307	7.79	7.39	6.283	6.242	10.47	9.362	7.631	6.262	6.11	8.508	4.386	6.098	8.717	11.13	8.1
CCR6	4.371	0	5.715	5.447	4.558	0	0	6.82	4.884	4.057	3.111	0	5.544	1.05	0	3.621	0	3.31
CCR7	4.078	0.2619	6.64	5.489	5.515	3.702	1.534	6.82	4.32	5.833	4.564	8.963	6.663	2.85	5.998	5.675	9.421	5.775
CCR8	2.176	0.2619	7.492	5.313	4.558	3.5	0	6.214	3.717	4.273	3.77	8.773	4.788	0	4.074	0	8.449	5.138
CCRL1	7.31	8.396	5.429	8.132	9.102	7.241	5.169	9.021	7.986	6.414	6.262	11.59	4.358	5.612	5.705	5.908	8.785	6.147
CD109	9.445	7.36	9.111	8.457	7.651	9.344	9.58	8.857	6.87	7.188	8.938	0	8.245	4.703	5.109	7.294	7.237	7.738
CD14	10.7	10.18	13.43	12.04	12.7	11.11	9.185	11.97	11.5	9.755	9.493	14.4	10.84	9.549	8.642	12.43	13.88	11.4
CD19	5.829	6.738	5.579	6.116	4.976	4.039	3.25	6.916	5.794	4.777	2.933	9.952	7.79	2.3	8.384	7.04	9.544	6.938
CD1A	4.871	4.906	0	4.354	2.949	1.472	0.3113	8.581	5.683	4.975	2.73	0	0.571	0	2.142	0	7.376	2.411
CD1B	1.835	0.2619	6.707	0.1722	1.57	3.702	0	7.464	4.816	5.963	0	6.11	2.641	0	0	0.8986	0	4.636
CD1C	3.483	6.738	7.332	4.749	4.823	3.702	2.974	8.615	5.644	5.531	0.7025	0	5.65	2.459	2.342	2.664	0	4.496
CD1D	4.615	6.095	7.767	5.217	6.871	4.181	3.25	5.582	5.433	4.547	1.86	8.298	6.696	4.128	4.805	7.4	7.828	6.587
CD1E	3.213	6.284	6.419	4.942	4.976	2.981	0	7.709	6.053	4.461	1.394	8.555	4.725	3.331	0	4.191	6.488	5.138
CD200	6.4	6.095	9.45	10.55	9.325	7.192	5.669	8.876	8.525	10.14	7.158	10.47	9.35	9.808	10.45	8.707	9.63	9.73
CD200R1	3.6	0	5.579	4.354	3.445	3.5	0	7.261	5.072	3.936	0	0	5.069	0	0	5.177	0	1.594
CD209	8.025	6.284	8.308	8.234	9.552	8.346	5.234	10.01	8.431	7.421	5.994	9.54	6.321	6.378	5.404	7.945	6.911	8.409
CD22	5.9	12.4	6.25	7.131	7.276	6.645	5.621	8.179	7.89	11.36	6.204	13.76	8.151	6.417	5.938	8.373	12.74	8.438
CD244	4.157	4.906	6.25	5.82	4.74	2.981	3.681	8.861	6.886	4.461	2.494	0	5.871	4.795	3.537	6.256	0	5.775
CD247	6.19	3.432	8.899	7.658	6.332	5.843	4.281	9.777	8.525	7.253	6.262	0	8.338	4.128	6.642	8.665	6.911	8.013
CD274	6.281	6.862	8.701	7.523	6.79	6.185	5.715	8.446	8.039	6.391	7.748	9.28	7.843	5.771	6.845	7.971	8.01	7.641
CD28	5.729	0	6.158	6.702	6.468	5.506	0.3113	8.067	5.829	5.994	3.411	0	7.007	3.926	5.382	7.12	5.457	6.442
CD34	9.445	8.076	6.89	9.226	10.11	10.27	7.214	9.644	9.124	8.569	7.621	9.416	7.021	7.447	6.535	9.151	7.237	7.799
CD3D	8.407	6.602	10.67	9.689	7.717	7.467	5.468	12.27	10.48	8.663	7.833	10.75	10.71	5.354	8.544	10.35	10.89	9.755
CD3E	7.301	5.619	9.855	8.65	6.769	6.717	4.508	11.19	9.581	7.954	6.711	10.7	9.207	4.175	7.566	9.93	12	8.712
CD3G	7.055	7.181	9.862	8.336	6.638	6.543	4.508	11.45	9.557	7.762	6.669	11.92	9.241	4.882	7.425	9.429	10.55	8.575
CD4	8.578	8.268	11.67	9.711	10.11	9.027	6.765	11.12	10.17	8.6	7.256	9.416	9.886	7.24	10.79	10.54	11.88	9.959
CD40	8.087	7.593	10.76	8.986	9.54	8.361	6.273	10.03	9.648	8.992	7.265	8.773	9.931	6.681	9.123	9.121	12.44	9.24
CD40LG	3.811	5.306	5.429	6.089	4.74	3.702	0	7.275	5.129	5.531	0	7.985	6.113	1.401	5.024	4.191	8.449	4.936
CD44	12.77	17.22	14.33	13	13.44	13.03	12.57	12.67	12.26	13.15	12.35	19.61	13.08	14.46	12.5	12.86	15.87	12.33
CD45R0	9.611	8.588	12.95	11.02	10.22	9.638	8.453	13.21	11.92	9.721	9.282	12.03	11.74	7.714	9.807	11.64	9.763	11.19
CD45RA	7.065	0	6.059	8.626	5.115	4.738	0	7.246	5.563	5.833	3.541	7.584	7.677	0	5.552	6.416	0	7.055
CD45RB	8.025	6.862	9.58	8.828	9.016	7.6	5.845	10.19	9.103	7.214	6.683	11.15	8.651	5.56	7.51	8.773	10.04	8.894
CD48	7.634	7.082	8.927	8.811	7.443	7.561	6.392	10.45	9.23	8.031	7.458	8.555	9.123	5.47	7.717	9.707	10.32	7.573
CD68	9.147	8.076	11.09	10.69	10.93	9.918	8.992	10.65	11.38	9.302	9.967	11.78	9.148	7.625	9.951	11.38	11.63	10.36
CD70	4.303	0	6.419	5.608	5.515	4.039	1.534	6.055	5.012	4.628	2.933	6.11	6.088	3.158	4.965	5.397	9.355	4.568
CD72	4.371	0	7.858	6.22	4.652	5.394	4.508	7.091	7.922	5.531	4.682	0	7.085	4.263	3.957	7.545	0	6.911
CD74	13	12.56	16.51	14.36	13.91	13.55	11.2	15.73	15.43	13.14	11.8	16.15	14.67	11.5	12.45	15.74	17.95	14.46
CD79A	10.77	6.862	9.022	7.721	5.515	4.642	3.856	8.563	8.912	7.291	4.502	10.9	9.827	3.926	8.521	9.825	7.237	9.498
CD79B	5.312	0	6.158	4.26	5.3	2.63	0.3113	6.244	4.816	4.169	0	0	5.956	0.584	3.27	4.986	7.62	5.546
CD80	5.166	6.738	8.05	7.352	6.591	6.595	5.669	7.832	7.813	6.054	5.346	9.416	6.646	0	6.418	7.425	8.246	7.175
CD81	13.05	11.69	13.65	13.13	13.66	13.63	13.4	13.68	13.47	13.35	14.26	10.65	13.7	12.65	12.8	13.63	8.01	13.33
CD86	6.783	0	9.42	7.949	7.901	7.225	6.144	9.144	9.022	6.702	5.948	0	7.916	5.678	6.472	9.281	4.84	8.177
CD8A	7.721	6.738	10.89	8.828	6.245	7.467	5.413	12.33	11.21	8.001	7.895	12.56	10.06	5.451	8.077	11.48	11.67	9.944
CD8B	5.444	6.862	8.451	7.064	5.357	5.8	3.856	10.34	8.853	5.613	5.825	11.07	8.096	4.937	6.303	9.267	9.931	7.378
CDH1	9.544	8.692	0	9.054	3.641	0.09366	0	12.05	8.987	8.864	12.01	10.75	12.15	10.56	5.214	5.757	0	10.96
CDH2	1.387	8.552	11.85	9.718	9.57	0	4.281	4.71	7.554	3.494	3.872	8.298	9.422	4.347	5.668	10.24	11.39	8.921
CDH3	9.381	11.62	5.429	7.64	0	9.68	10.4	9.633	7.434	8.307	10.18	11.15	9.848	7.385	9.8	5.291	8.246	6.364
CEACAM1	2.882	8.023	8.05	7.196	5.357	7.855	7.478	5.211	6.612	5.573	8.637	0	4.725	2.459	4.233	7.056	7.922	7.398
CEACAM16	0	6.284	0	2.919	4.558	2.164	0	2.587	4.218	1.676	1.86	9.28	3.107	1.05	3.27	3.934	7.083	2.93
CEACAM19	3.057	0	3.883	4.051	2.949	2.164	0	4.428	5.794	3.657	1.394	0	0.571	1.92	0.1948	5.588	0	4.257
CEACAM20	0	0.2619	0	1.888	2.949	0	0	1.54	5.072	0	0	0	1.419	0	0	0	5.888	0
CEACAM21	4.669	3.432	6.707	5.82	6.119	4.43	2.633	5.914	6.486	2.557	0.7025	8.555	7.371	3.331	5.239	5.632	6.715	5.315
CEACAM3	2.452	5.619	0	3.342	4.902	0.09366	1.534	1.54	0	3.494	0	8.963	0	0	1.635	0	7.083	2.93
CEACAM4	3.709	0	7.997	5.885	7.201	0.09366	0	4.71	2.308	2.183	0.7025	9.76	4.082	0	5.109	3.22	8.246	6.735
CEACAM5	5.346	0	0	3.146	4.74	2.981	3.25	6.33	2.659	0.8873	2.73	7.584	0	0	3.616	0	6.219	0.9021
CEACAM6	5.922	0.2619	3.327	4.881	5.241	3.264	0.3113	7.091	4.416	1.676	4.297	2.94	1.419	3.247	4.129	1.747	5.888	0
CEACAM7	3.6	0	2.409	2.65	4.558	0.09366	0	4.946	0	2.183	2.494	8.773	0	1.92	1.911	0	7.828	1.594
CEACAM8	0	6.095	0	5.113	3.813	0	0	0	0	2.183	0	9.28	4.589	3.158	3.537	0	7.922	3.611
CELA1	1.387	0.2619	0	4.881	5.702	0	0	4.32	4.669	2.183	5.236	8.298	3.459	1.401	3.537	4.916	7.083	5.138
CERCAM	9.644	13.54	11.04	11.49	12.25	10.69	9.487	9.475	10.19	10.16	10.32	16.3	8.651	8.78	9.923	9.299	14.63	11.18
CERK	9.891	9.908	9.65	9.35	9.68	9.234	8.992	9.897	9.145	9.033	9.453	10.27	8.77	8.017	8.738	11.15	8.682	10.44
CHIT1	6.666	7.519	3.327	6.666	7.781	5.708	3.481	12.16	10.71	8.441	4.682	7.985	3.864	4.347	7.015	9.532	8.449	9.288
CHL1	6.152	0	7.67	9.742	4.233	6.116	7.165	7.107	5.129	8.523	9.503	0	3.107	8.154	2.142	6.939	0	9.312
CHUK	9.593	11.25	10.21	10.08	9.914	9.807	9.558	10.36	9.682	9.471	10.05	13.86	9.5	8.948	9.694	10.05	12.17	10.06
CIITA	7.369	10.3	11.04	9.037	8.263	7.561	5.234	10.69	9.704	7.832	6.335	14.19	9.172	6.106	7.18	9.939	11.9	8.664
CKLF	6.494	10.79	8.451	8.986	8.64	6.717	5.669	8.29	7.088	7.386	8.088	11.78	7.652	6.51	7.269	7.688	10.6	7.427
CLEC4E	6.706	6.602	9.779	7.221	7.376	6.005	4.508	8.709	9.359	6.809	7.707	10.85	5.468	4.08	7.968	9.779	12.19	8.965
CLEC4M	1.387	0	0	4.159	3.813	1.472	0	0	3.38	1.676	0	7.584	3.107	0	1.635	3.934	3.741	2.06
CLEC6A	0	0	0	3.515	1.57	0	0	1.54	0	0	0	0	0.571	0	0	0	0	2.06
CLEC7A	8.936	9.936	11.76	10.11	10.49	8.792	7.822	10.97	10.95	8.402	8.52	12.95	9.166	7.319	8.608	10.59	11.31	10.12
CLTC	11.73	11.68	11.96	11.85	12.08	11.73	11.74	12.16	11.78	11.62	12.13	10.27	11.92	11.71	11.71	12.29	12.1	12.49
CMA1	5.78	4.349	4.284	2.919	4.976	5.451	0	7.927	6.747	6.27	2.73	8.555	2.641	3.411	0	0	0	4.701
COX5A	11.94	12.95	11.28	10.98	10.76	12.02	12.25	11.47	10.99	11.4	12.2	11.92	11.1	11.56	11.03	11.4	9.931	11.59
CR1	6.494	5.877	9.589	9.787	10.75	7.366	4.012	7.574	8.134	7.278	6.551	9.859	8.045	7.272	6.126	8.201	8.682	9.502
CR2	4.722	3.432	3.883	4.678	4.106	0	0	5.017	2.659	0	3.411	6.11	6.593	0	0	2.969	0	2.93
CRADD	8.56	7.969	8.599	8.713	9.928	7.467	6.304	7.761	7.822	8.192	7.592	10.75	6.729	7.552	7.072	8.555	10.66	7.674
CRP	1.387	6.095	0	5.569	5.3	4.311	0.3113	4.528	3.989	4.273	3.66	9.859	3.607	3.926	4.464	4.068	8.01	4.636
CSF1R	9.387	8.076	12.2	10.3	10.93	9.821	7.943	11.04	10.28	8.965	7.971	11.53	10.17	8.531	7.739	11.5	11.01	10.18
CSRP1	10.36	13.8	11.78	12.35	10.8	12.02	9.426	10.37	10.46	12.09	11.14	14.74	10.3	10.31	9.079	10.9	12.1	11.54
CTLA4	6.891	6.452	10.55	8.436	6.442	6.219	5.296	9.672	9.07	8.463	6.916	10.27	8.638	4.347	7.753	9.532	11.04	9.161
CTNNB1	12.27	15.28	13.54	13.81	12.89	12.74	12.62	12.79	12.77	13.52	12.98	15.87	14.11	14.01	12.76	14.24	14.02	13.55
CTSB	14.42	14.18	15.8	15.82	15.23	15.24	15.74	14.42	14.79	14.03	14.03	16.51	13.59	12.31	12.65	14.6	18.46	14.9
CTSE	3.213	5.306	5.715	4.816	6.086	4.311	4.792	4.203	3.38	3.657	3.111	7.584	2.337	2.122	3.365	1.747	3.741	3.468
CTSG	6.666	7.793	7.529	5.646	6.983	7.031	4.399	8.842	6.464	6.193	4.368	11.4	2.641	3.98	4.074	1.747	10.08	5.999
CTSL1	9.833	12.08	11.49	12.29	12.61	10.67	10.8	10.47	10.74	10.29	11.44	9.76	9.993	9.459	10.18	10.47	10.55	11.72
CTSS	12.21	11.43	14.53	13.24	13.08	11.87	10.99	14.54	14.56	11.33	11.32	12.42	13.1	10.28	11.68	13.64	12.24	13.4
CTSV	4.436	4.906	3.327	2.919	4.35	0	0	7.782	2.942	6.565	3.269	7.584	1.949	0	4.129	0	6.488	2.693
CX3CL1	6.879	10.33	8.264	6.648	5.047	8.583	5.101	8.972	7.565	7.612	8.219	10.34	5.615	5.678	6.514	6.885	0	8.651
CX3CR1	6.19	7.36	8.616	7.668	7.306	7.274	4.281	8.777	6.195	5.994	5.346	11.53	7.873	7.932	5.312	7.749	9.016	8.142
CXCL1	8.592	0	7.289	10.29	11.21	6.489	6.553	6.78	6.783	8.244	11.68	8.773	10.26	5.725	7.219	9.475	10.63	10.53
CXCL10	9.737	5.877	13.62	10.17	6.89	10.46	9.555	11.36	12.24	10.59	10.82	10.27	12.1	8.969	11.85	11.21	11.9	10.7
CXCL11	7.977	6.452	11.5	7.183	5.788	8.135	7.556	9.575	10.31	8.615	8.077	10.04	10.45	7.108	10.05	9.326	10.49	8.759
CXCL12	12.14	12.79	12.65	12.31	13.53	11.79	8.361	13.68	11.62	10.31	9.895	14.87	10.93	9.16	7.141	12.24	11.03	10.81
CXCL13	5.475	0	8.599	5.359	6.151	2.981	3.481	8.347	8.696	5.353	6.52	8.298	7.06	0	5.687	5.834	9.138	7.806
CXCL14	13.31	10.44	8.616	12.31	9.499	12.9	8.108	15.42	12.73	12.71	9.314	11.12	10.1	10.77	5.188	4.843	14.33	10.78
CXCL16	8.349	8.126	10.08	10.12	9.798	7.698	6.787	9.918	9.846	8.673	8.313	12.13	8.479	6.84	8.03	10.23	11.96	9.866
CXCL17	2.452	0	3.327	3.342	3.218	1.472	0.3113	4.71	3.558	0	2.933	7.985	1.949	1.05	1.911	0	0	0
CXCL2	7.584	4.906	7.887	8.668	9.527	5.451	3.856	7.981	9.085	8.212	9.804	8.773	6.342	7.827	4.7	9.619	7.376	8.704
CXCL3	6.479	5.619	7.152	8.588	9.454	5.394	4.012	6.718	6.486	5.573	10.18	8.298	5.749	5.56	5.053	6.99	8.682	7.337
CXCL5	4.436	0	5.579	6.992	10.25	1.472	0	1.54	3.558	2.854	10.6	2.94	3.107	4.128	5.532	0	0	4.764
CXCL6	4.078	0.2619	5.579	6.61	9.441	4.911	3.481	4.528	5.072	4.777	8.548	6.11	6.745	3.158	4.805	4.191	8.834	6.147
CXCL9	8.983	8.82	14.06	10.07	5.357	7.548	5.621	12.22	12.81	11.9	10.28	11.5	12.15	9.223	11.52	11.8	12.16	11.61
CXCR4	9.973	8.268	11.85	10.61	11.2	8.456	8.432	11.31	12.12	9.904	9.826	10.7	10.37	9.578	10.04	13.17	9.453	11.84
CXCR6	5.967	0	9.469	8.112	4.558	5.206	4.281	10.24	9.173	6.757	5.236	2.94	7.318	2.96	5.953	8.84	10.85	7.934
CYBA	9.86	10.5	11.07	10.5	10.61	10.08	9.1	10.54	11.07	9.96	9.931	13.96	9.733	8.555	9.661	11.33	13.2	10.55
CYBB	9.738	7.36	13.53	11.4	11.3	9.725	7.874	11.94	12.17	10.11	8.722	10.7	11.44	8.956	9.045	11.97	13.66	11.39
CYCS	7.164	9.864	7.245	7.306	7.153	7.381	7.779	8.024	7.75	8.554	9.037	9.76	6.463	8.717	6.291	9.349	7.922	7.417
CYLD	9.657	11.08	11.2	10.41	9.967	9.665	8.818	11.46	10.52	9.679	9.28	13.81	10.26	9.062	9.407	10.69	11.8	10.42
CYR61	10.9	10.72	12.32	13.79	14	11.48	9.677	8.427	13.19	12.62	11.5	15.82	9.605	11.66	10.13	15.24	14.39	12.84
DAXX	9.818	11.08	9.81	9.985	10.1	10.23	10.37	10.2	9.3	9.174	9.693	12.17	9.648	9.008	9.864	9.839	11.78	9.744
DDR1	8.665	10.22	10.64	8.791	7.739	8.228	7.894	10.36	9.322	9.462	9.385	10.99	9.747	7.939	9.268	9.232	10.71	10.43
DDR2	9.274	13.07	11.14	10.21	11.09	10.51	9.47	9.596	10.37	10.8	8.881	13.54	9.857	10.65	9.527	10.75	11.2	9.693
