Patient168_T	Patient102_T_P	Patient169_T	Patient156_T	Patient48_T_M	Patient63_T_P	Patient155_T	Patient125_T_P	Patient135_T	Patient148_T	Patient15_T_M	Patient152_T	Patient21_T_M	Patient133_T	Patient163_T	Patient8_T_M	Patient4_T_M	Patient99_T_P	Patient105_T_P	Patient165_T	Patient38_T_M	Patient126_T_P	Patient10_T_M	Patient22_T_M	Patient16_T_M	Patient72_T_P	Patient6_T_M	Patient23_T_M	Patient134_T	Patient83_T_P	Patient121_T_P	Patient18_T_M	Patient132_T	Patient77_T_P	Patient131_T	Patient9_T_M	Patient79_T_P	Patient141_T	Patient34_T_M	Patient187_T	Patient146_T	Patient116_T_P	Patient82_T_P	Patient94_T_P	Patient166_T	Patient170_T	Patient173_T	Patient7_T_M	Patient11_T_M	Patient151_T	Patient31_T_M	Patient67_T_P	Patient36_T_M	Patient17_T_M	Patient154_T	Patient87_T_P	Patient1_T_M	Patient100_T_P	Patient153_T	Patient75_T_P	Patient61_T_P	Patient35_T_M	Patient32_T_M	Patient25_T_M	Patient98_T_P	Patient117_T_P	Patient14_T_M	Patient58_T_M	Patient108_T_P	Patient147_T	Patient24_T_M	Patient47_T_M	Patient179_T	Patient45_T_M	Patient140_T	Patient112_T_P	Patient96_T_P	Patient62_T_P	Patient144_T	Patient188_T	Patient130_T_P	Patient27_T_M	Patient162_T	Patient142_T	Patient127_T_P	Patient33_T_M	Patient20_T_M	Patient30_T_M	Patient13_T_M	Patient78_T_P	Patient44_T_M	Patient172_T	Patient40_T_M	Patient42_T_M	Patient73_T_P	Patient86_T_P	Patient137_T	Patient37_T_M	Patient159_T	Patient158_T	Patient145_T	Patient167_T	Patient106_T_P
DDX5	8.13488831938401	8.25738784269265	7.60651625615025	8.70970419314081	6.45582036508492	8.9297909977186	7.98709343705815	8.74449750574819	7.842664621825	8.73826118357606	7.60021027442009	7.85953478638265	8.15466623842289	8.40169019084816	8.31474183571866	7.37842492022531	8.58747750956029	8.00005635417437	6.10496560483998	8.88651966409491	7.10339272787252	8.03688791323768	7.85131179484781	7.81634370528486	8.91100242257202	7.98595575460751	7.52010790163755	8.1258267169442	8.32966181492899	7.19229281447077	8.51881049624566	8.15663931069209	7.84856034926506	7.6481058749371	7.88154226889489	7.59103606798305	8.2364926183813	8.32948243102564	7.66355810421727	8.54627713209007	7.9767645832405	8.45930865643365	8.0359537565578	7.86338098287016	8.3082480054988	8.00388328299455	7.88575737395423	7.18933040061491	8.33400505990219	8.47021145739054	7.39900014826113	6.41869594960205	7.76062016107245	8.39574832817903	8.92834071074789	7.64939990087277	6.64889680647526	8.26228280642066	8.09513325187293	8.36636593161498	9.24968235747253	7.73646958248901	7.4968937130302	8.46837967020428	8.5208150858443	8.34890516116841	8.49968646445849	7.48695566000674	5.84272746929254	7.39454843916717	8.59671156694847	8.00422046631819	7.11155302614733	8.11290859962941	7.79233480570669	8.14047192780441	6.57908961472428	9.72895786918749	7.52277766952458	7.76261457875456	7.84549005094437	7.91408609701272	8.57429076612019	8.79519549081701	8.00168966840421	9.06066891467352	8.17831627170145	8.42353615338948	7.86956299961785	8.10826307530433	7.51127826508303	8.41941248162067	6.51032901949057	7.63568184847242	7.78502736223547	8.63626208880637	7.84787166717461	7.95901662316149	8.47403037020714	8.21732766827479	8.46964181723952	7.67574537511206	8.29829173062013
DLL3	6.44194819050336	1.71808758396052	2.55336050333533	1.58976348698498	4.57893871309339	4.75381844317354	1.67355642399015	1.17632277264046	3.15704371014558	3.25398926623079	1.35614381022527	4.85549144310187	4.39437694495706	4.20398416585599	2.46988597627446	6.39369076418745	1.9297909977186	2.39231742277876	1.97452931248388	3.46858331700683	2.84799690655495	2.22342254993494	3.82781902461732	4.47443604325227	0.321928094887361	4.20084957463721	3.65764000520782	1.0703893278914	1.67355642399015	2.76341157447001	5.74899785009815	0.111031312388744	2.58496250072116	2.64616265715789	0.622930350920177	2.59215800212536	0.485426827170242	1.65992455840238	0.839959587489531	0.823749360308272	0.400537929583729	3.68818035858693	4.07553263116736	1.89917563048051	3.85399564717639	0.516015147003664	2.82578562746479	2.34766565630097	4.76553474636298	2.46205231879643	2.91647664443772	4.14486214291573	6.23438635409455	1.18903382439002	0.807354922057604	2.56071495447448	2.0036022366802	0.333423733725192	1.65535182861255	4.14730669878029	4.42021289061078	0.516015147003664	3.45285896471381	2.76765479823735	5.01658546043445	2.0036022366802	1.60407132366886	3.32481060342048	0.632268215499512	4.20476675065461	2.49825086752783	0.505890929729958	3.04439411935845	0.275007047499869	3.78659636189081	4.18586654531133	7.01769925269303	1.05658352836637	0.933572638261024	1.44890095114513	3.54720302475693	2.61588707391606	4.35049724708413	0.238786859587117	0.963474123974886	0.536052900240209	0.226508529808679	3.72900887033786	1.86393845042397	1.20789285164133	5.12598165385472	0.545968369105293	5.61559285651096	7.41430469462396	8.59309228121932	2.57288966842058	1.40053792958373	0.286881147788162	3.58976348698498	0.757023246507459	1.48542682717024	4.19692173382033	6.46956042171122
DNAJC9	4.75328361646088	4.42021289061078	5.33199177823206	4.81301154860562	4.70597790168252	4.67976157351685	4.8444860877578	5.92124588858559	5.67185946824748	5.31397137105902	4.60407132366886	4.47313748777226	6.90544717873885	5.93616677797915	6.21567859660793	4.82476785314329	5.46564802598228	5.27052894238072	4.77135740899056	5.16791986555194	4.61941301059794	4.77610398807316	5.40190347160796	5.52950864107431	5.61706334388818	4.7279204545632	4.32048467801769	5.21179097625254	5.10349763970334	4.73226919950145	5.67383905599044	5.14282184411593	4.29939120612683	4.78868571061353	6.75808993420181	4.92647391125607	4.92647391125607	5.09043004232162	4.40258575823259	4.70487196445635	4.99548451887751	5.114367024952	4.07724299893246	5.95140129167431	4.90929308582382	5.00629802390037	5.4757334309664	5.51032901949057	4.25096157353322	4.69209237542757	4.55151601762801	5.10977842907866	4.61529857909211	4.58916423669977	5.06910063192282	5.42425028608405	3.56071495447448	5.75515464317727	5.49537538094463	5.67948009950545	5.54997714277182	4.82984955984469	5.03077747199254	5.46205231879643	4.9676297534662	5.23227701026829	5.18942924580976	4.82425869660337	1.25701061820602	4.78920757534734	5.54194842533373	5.61382629093404	4.90110824301451	6.16872225436066	5.13586316536868	4.98777561614291	3.36737106564853	6.50239425611126	5.10475598696226	5.5351198215998	5.31505896631662	5.59872249967662	5.31723170022261	6.75033852024471	5.09381367340273	5.06436554026363	5.51001246544851	5.58736499093646	6.38715571766298	5.66618848987278	4.62117275268344	4.66732447027863	4.61588707391606	5.10013667128545	5.51916444980607	4.90110824301451	5.5882648943075	5.01524777369894	4.88117515534928	5.1647058401828	6.37242979233409	4.73822740036724	4.7338966052475
DPYSL2	4.86591881455221	6.37016428054021	5.66562016406638	6.06630450200819	4.3526172989585	4.81403764753998	6.05918219921169	5.48381577726426	5.84348142543246	5.18150015170461	4.82425869660337	4.25096157353322	5.64010029789039	5.48413813120167	8.00489459664044	4.74416109557041	5.68901954137795	6.08236196955747	3.03738222200308	4.93026424523502	4.82476785314329	5.85324716724215	5.85549144310187	5.19927972133662	5.28392177230762	5.61028665708102	5.72655877910497	6.77728819675546	6.08406426478847	5.28762004411207	5.54689445988764	5.37364821133469	6.93722667397948	7.31632679205715	6.61765111942733	6.23304440126558	6.16571099248493	5.40531168259745	6.23572705983806	6.93333657591232	6.01858966780594	6.4988890869768	6.07274895156064	6.80928581019891	5.69710657447698	6.94871764126317	4.97407036702403	6.20769766865505	4.66049513188851	6.34607044078517	5.70348834965682	4.51349074558812	5.60258752734256	7.09771612974375	7.25247621413522	4.44360665147561	4.17312743348066	5.90905301675914	5.77373265060786	5.64472154721798	6.45384677374993	5.19770815795585	4.50652577904312	6.88691589584725	5.70348834965682	6.46450490913191	4.87725345387661	4.88947354253111	4.0703893278914	5.87946072253802	6.75301612873584	5.79467578798686	5.36317107711924	5.11894107272351	5.16952419715	6.24374523473398	5.12928301694497	6.19554445921369	4.85598969730848	3.73660487531425	6.5535141040851	4.53480866123175	6.48317085322987	6.9902741833186	7.53977919169849	6.62102618946485	6.6006563078263	6.14486214291573	7.36071542539293	6.10517519226548	4.99095486039699	7.01413208650321	4.44757919654888	5.54504168346747	5.97108365753601	5.93451650158608	5.81608765860021	6.55074678538324	6.18784690943957	7.0767087267933	6.92588077099327	5.56985560833095	6.34323013955347
DUSP4	5.04308198189566	5.04264433740849	4.08236196955747	4.2861418728343	1.85199883711245	3.57288966842058	4.06091204958787	2.72900887033786	3.50207595604579	1.58014548442338	3.65191274464578	5.14404636961671	4.42290574261218	4.30961277245412	4.44559429134118	4.75114232472695	4.57712666130705	4.25398926623079	2.51853513898218	4.68762063208489	1.24488705912353	3.80219321694183	4.66220549965362	3.69041709553247	1.04264433740849	4.76871365703049	3.25550073314839	4.5478199565777	2.3533232911629	3.95512678126137	3.99367436175058	4.15380533607904	3.47767732756531	5.26303440583379	4.18189764310839	5.00629802390037	5.67496903062497	3.27798474729977	0.432959407276105	4.61412086878925	5.10852445677817	3.95233356636969	3.77820857639809	4.78659636189081	5.19652836093694	3.78555055173926	2.86591881455221	4.72301239639237	5.16148463864166	4.88947354253111	3.56559717585422	2.611172380044	2.81557542886257	4.82273014794452	4.45154083301783	2.25398926623079	1.40599235967584	3.86294724802092	4.23419472295381	5.22380865860602	1.26303440583379	3.83289001416474	5.15502057835857	3.36176835941915	4.20398416585599	2.68481873755322	5.05441438791731	4.00898878322725	0.925999418556224	4.51916444980607	6.36053986165181	4.41953889151378	4.73930807086039	5.10433665981474	3.94016675048282	4.60762622084549	2.64846544302731	3.01970191444255	3.98458935036246	3.57893871309339	3.90785207184596	3.19692173382033	4.60050764534579	4.18745105402733	5.71397069243605	1.84799690655495	3.68032435684402	3.29865831556452	3.04439411935845	3.48155728070859	2.33913738491959	3.26603689399532	5.01167453338092	5.36246988875021	2.69376571221778	2.33913738491959	2.28983446517751	1.55581615506164	4.85897561429202	4.54287709935414	4.46988597627446	3.85698568978221	6.21587270290367
DUSP6	4.73606362787181	7.32445060465607	3.6915341649192	3.68369645430652	3.73552217729654	3.55458885167764	4.88215391728701	4.82222027162153	5.18388345903223	2.76977173924945	4.49185309632967	5.21645486514476	5.30305008468167	5.17392693199981	6.07873790918186	8.11712358570437	6.89311947583592	4.52794609890826	3.39506279951758	5.79571500650173	3.95977015521147	5.71616782979715	5.99072800371897	4.0232553523003	4.23878685958712	6.2473579161311	4.37573453858316	7.0348539737321	4.82171021503467	6.80787007829978	4.68818035858693	5.40701277351601	5.33521168170579	6.43845920442348	5.87282875953489	3.31324585178756	6.28114183367197	4.3110671022556	3.854993016757	5.92243574023315	6.42995065740377	5.27463440251759	5.11603199344711	5.5668151540109	6.61588707391606	4.17152710603881	5.72082566608984	6.99695360101844	6.12845838414693	6.78371855779037	5.35579154675365	3.75167794568758	6.30432850305588	6.54117407340656	5.84899843040002	4.81813476081085	3.94953493301701	5.30012372456901	4.6046644151637	6.89542381038297	3.24944534108584	4.76606505147495	6.48976769700826	3.76234881564413	6.25077213159993	3.1243281350022	5.33592624092836	4.75808993420181	0.454175893185801	6.38266725274504	7.48107285682775	6.01658546043445	5.50874555424447	5.90038381666693	5.56224242422107	4.77768271707355	3.94204525991605	5.22071689199892	4.99729240763651	6.07724299893246	4.71973105674985	5.78738022229634	4.4235781709818	4.61529857909211	6.42004442035417	4.52857131887076	6.17771851116218	5.38370429247405	5.25814199589377	6.18745105402733	1.28688114778816	5.33842441478356	4.5552026338783	5.31179371775365	4.4093909361377	5.32409051603798	5.21101219348551	4.23112515787905	5.83314309635834	6.46939761687655	6.88007325387694	5.16912328147676	4.91838623444635
ECM1	8.61966977337873	6.56559717585422	5.88923015239289	9.71287086768991	1.68706068833989	3.57531233068744	6.71712802619924	4.01346225980656	6.91229058335111	5.71808758396052	4.69320814891002	8.46201140694591	9.21807882586392	6.87208998933479	3.71479501111816	7.14923903883703	7.20506011054465	9.57924050057297	3.81249822533356	7.86962468620432	3.26002565596146	7.29865831556452	4.69877410890368	7.81787903183014	4.80322703643493	5.26228280642066	5.96855160336395	6.71232064074163	6.62760683812965	3.86393845042397	7.96208624985064	7.5406317796541	4.32768736417605	7.30542338930187	7.30697305714083	5.90881290773955	4.88655014732434	8.33212608445309	6.23208509872283	8.24636057938301	8.36802621076713	5.78267065867701	6.36211916672566	4.877744249949	7.68362628260773	7.6801133388225	8.76762169637446	2.41683974191283	4.97269265400426	6.86839045305445	7.6207330183521	3.66334461936608	3.20476675065461	6.19239145691318	6.79519549081701	2.83592407425437	1.48542682717024	6.50350775363456	8.23242092717608	6.2861418728343	4.48155728070859	6.16992500144231	3.82781902461732	7.38180248316877	5.26153081524341	7.67779010121666	7.1184220243132	5.71973105674985	1.99638874644762	6.55918586578773	5.55581615506164	3.73009646559547	6.37799132690588	6.13134253912326	6.85972112892796	5.76686014382955	4.64731450954714	7.25483966121025	8.03556892792691	3.86888427302877	5.81966818349646	4.05571626351254	3.26303440583379	7.69209237542757	5.06004738366994	6.02103547951136	8.02646811278991	2.85996954822103	6.04657836662033	7.29241366782748	6.57304120405865	6.50620838930675	3.87676249078155	4.96162332828694	5.72191944555154	5.21606678308703	4.58856473740135	6.11040500673928	4.90881290773955	3.72683121703249	8.49413555700617	8.22718270888475	5.55336050333533
EEA1	5.83086375675176	5.18269229751619	5.15340002773506	5.43829285157915	3.78135971352466	4.74200621086674	4.89869207256049	4.84949893172018	7.43529521564717	4.72137265947682	4.90640961709402	2.88557436437143	5.84197311892718	6.14649230697719	5.49569516262407	5.30888505741176	5.66448284036468	6.81966818349646	5.08321336824898	5.60792206726114	2.67581593117227	5.76924279514054	4.70597790168252	4.83844759254846	4.86393845042397	5.23266075679027	5.14159627838382	5.81301154860562	5.04483123344781	5.35438163211332	4.62819033461521	5.30961277245412	4.66732447027863	5.33664044640873	7.02901108665907	4.30305008468167	4.53106949272595	4.13668357769724	5.74065777162389	5.25247621413522	5.24906603385587	5.55673594791453	4.36387192485753	4.99638874644762	5.53325185192897	5.64702663265485	5.53169336086147	4.23802251782572	3.88947354253111	5.05961485629722	4.39163026151743	3.74200621086674	4.22419466397043	4.93357263826102	5.76314595814948	4.22573765346606	4.17152710603881	4.41953889151378	3.57773093149008	4.48091134604775	7.26987472248247	4.33342373372519	6.01747656302046	5.48960715674871	4.4276061727819	5.24260250592898	6.17472598770613	3.59931779369823	2.87578006306849	5.19219416528334	3.9136075118231	4.32048467801769	4.0408924306469	4.54101915313356	6.23859581210741	4.46988597627446	2.23878685958712	5.57288966842058	6.12329372251013	3.98550043030489	4.70873904135958	5.77056479197169	4.611172380044	6.03979640762002	4.63807383718072	5.74469931420784	5.51664555778096	4.31759350462347	4.5957423394744	5.36457243229586	3.30305008468167	5.54596836910529	3.46074256378964	3.95046841415012	4.70431867776083	4.8293421939028	5.26528685756517	5.57863686247174	3.3743439890385	3.76659516172927	5.97956810009519	5.14567745519563	4.84348142543246
EEF1B2	9.37312615775892	8.64796202260466	11.267775712312	10.3129736879683	10.1953722074027	10.250179965175	9.74594317630152	10.1149786038333	10.720731630712	10.7222610816423	10.1979292625271	9.09077405464075	9.74730347275138	10.2917923174362	9.80944660095315	10.1510165388922	9.12458662228021	9.57829720501499	9.84669701894828	10.4265058827039	9.94870304255901	9.49904859773388	10.3762990667123	10.0227839150477	9.54283841653608	10.3855388901477	10.3347760735703	10.400078902622	10.5390036742682	10.7681512350617	9.6632378650928	10.1469631832986	10.3986581963655	10.0496171552751	9.95333800060803	11.0099895297613	9.07857781429839	10.799783481992	10.0202855008446	9.31766133284848	9.18497449379942	9.5981269599196	9.25637382813996	10.2110730510302	10.5005829876538	9.07588021376551	9.23943145811519	10.2802720031622	10.4665353581952	9.40858449885403	11.0204452512002	10.3389591754152	10.6775875206609	9.29188438623379	9.72340497344071	10.6272602753989	10.3979526645033	9.19249009261149	9.1674432359621	8.86780382220998	10.1847266037937	10.147421185767	10.3303567169579	9.92777796208234	9.53797547113092	9.90762678333704	9.70810099736822	10.2573171206141	8.33243941702087	11.4038907982803	8.60073063332236	10.0166829515921	11.3559181513401	9.44677315814078	9.93528293610816	9.309067020588	8.17137698428836	9.57519885922844	9.03639343504986	11.3304127428619	9.80517957938963	10.912305555202	10.5012002685889	10.1524623158416	8.61959641724708	9.81366897723881	9.71973105674985	10.0493993386136	10.7086442148359	10.0542108636914	9.54623854033058	10.5382374414938	9.48107285682775	10.5772683098412	9.5248355130291	9.73394743210867	10.5094781229511	10.1865104618768	9.9905436563981	10.2531974759469	10.007924291003	9.15324800774501	9.80051167862158
EEF1D	6.77847143419983	7.25105628517224	7.6977321257776	7.58014548442338	9.43729433149714	5.92148393743373	7.65176927141799	8.552169542712	6.49040967946001	8.47593604244639	6.23764019503539	9.19822401592031	7.17891378466957	6.68636045290369	7.33592624092836	6.52653836253939	6.05484847699562	6.89178370321831	5.90255600534463	7.05408873537293	7.64853734589263	7.23582277687514	8.92255467144305	6.99265514938683	8.57065266694973	7.40769264866568	7.18992337022493	7.55220797614633	7.72232939915342	7.56544485625942	7.31750306202927	7.18090370917938	7.69606338584595	7.26987472248247	6.42341009326961	8.5779197140293	7.6507645591169	8.67683860647415	7.83447104998422	7.87289030664528	6.89542381038297	7.20320115631661	8.42664215461903	8.14898493138752	7.04625094027534	7.2364926183813	7.52966480225224	8.03534897975545	7.09697863637054	7.27220986112457	7.93357263826102	6.81390942507703	7.89953819258694	7.86170728658586	7.63821867880936	7.80999315551182	8.09929520433777	7.69146437341683	8.08756891786822	7.5996897277643	6.61087719947195	9.78844102152126	7.00988458893184	6.43629511983936	7.09803208296053	7.72574115650395	6.58255600301406	7.61021282228273	5.36562255611334	7.37625564931336	7.64089562932857	7.58938898472685	7.86789646399265	7.49593495237629	6.88947354253111	8.50191677967437	7.21945896673517	7.19406734734012	6.20730722344539	6.50096135246006	8.02939766829425	7.08841725014751	7.61875255353673	6.85049941375812	7.33824611718203	6.92017418242694	7.60622012128167	7.3931759143488	8.23016457788425	7.80057638942654	7.45294130797121	8.05082816059145	6.46923479366766	7.86826697164548	8.1423623789634	7.56810813012059	8.28604943682332	7.24764274289802	7.43354371400936	8.19805208375945	8.01641831740687	7.75381844317354	7.8665371212693
EEF1G	9.75970513071595	10.3306816369193	11.618390090976	10.3403508517148	12.224019768086	11.3030215356277	10.7078077473843	10.5980525001616	10.6348836367754	11.0926316262762	9.9412090382591	11.297254478059	10.5190858009636	10.5101608588041	10.4375856379173	10.1285486013204	10.0101784040205	10.149962999617	11.1520883282806	9.81792698446702	11.046223651392	10.0366406953288	11.0605540867191	10.9214616220227	10.4812040710241	11.090688059251	11.3254066538424	11.0321559572977	10.9113844971956	11.6742805576742	10.842696045901	10.7133005865269	11.5492167175606	10.4153192481404	9.71263016922102	12.0260669087752	10.0600608980611	11.0650188844347	11.1608483561004	10.4241767887438	9.64798000493065	10.1543371305376	10.9225918354356	11.0328240486519	10.738396308501	10.0307360970768	10.0438065386709	11.1065956542472	11.5421951626817	10.1072039957946	10.8265643759153	11.188854613372	10.7573566711411	10.6022349013411	10.539391485093	11.2076061675393	11.6332313873235	10.1056728404059	10.7678782159482	10.6553160470418	8.90728127261364	11.1267044728432	10.9790035437874	10.3517674439599	9.95775502532299	10.6253892233177	10.3128829552844	11.103209113809	9.03306503660616	11.7827607424077	10.713386514937	11.6073858009534	11.3977441458604	10.908970483791	10.8254756004002	11.2174730841407	8.64760232900762	9.51589691430933	9.0686170740028	11.3198753031234	10.7795388018042	10.510853159384	10.8366421490258	9.99201777582184	9.82631013692428	10.2361816592162	10.6812911280512	11.0865210693345	10.9507308469294	10.5882274095386	11.5296208836294	11.4978917449757	10.0456231653288	11.3182490439224	10.1713019175548	10.2668919285287	10.7222952408022	10.7426294380206	10.6805968761154	11.5515688872798	10.2240016741981	10.6447485812761	10.9127247039588
EEF2	7.92949513916889	9.14320461999551	9.30336979549537	9.0331476517817	9.34420712395069	8.98421905972515	8.69595902548368	9.27749663967609	8.75134320589144	9.35581356574069	8.03457889697933	9.98230913012977	9.20550003856201	8.8808997588721	9.30405465161258	8.81490285121536	7.90749159334305	8.36198762398192	8.58112524340222	8.74661508793647	8.67288495099678	8.67260213200185	9.26512273510473	9.26943061853345	9.00705530734141	8.18323836862881	9.05327428226937	9.32750773458721	9.01535929497916	10.2095873935707	9.23981330656747	9.19729042351087	9.54105788476144	8.47565237840642	7.70238050161552	10.0003662627915	9.01577742301898	9.34782065266039	10.0732980828209	8.54508030725546	8.68919430970254	8.33882550383913	8.67161182868173	9.00064794014036	9.38201872416336	8.80093224698011	8.04127584207634	8.96754329983076	10.0728829052883	8.27598478286909	9.88077734356129	7.62928375485366	9.23826141812945	9.13039037554486	8.97587662104977	10.1732648788236	8.9676873863451	8.76038729931084	9.5109025967156	9.77231457392165	7.63226821549951	10.0106399925834	9.33516701000103	8.71606491369722	8.56002706511452	8.5818408005735	8.10470357773363	9.9238474156787	5.9525665409428	9.64210586068607	9.7848147622914	9.32264926213102	9.71938882094208	9.30745129482066	8.08730371169808	9.92552476974757	8.14470922055457	8.92851837525789	7.30277599043921	9.78389858882254	9.34981198101899	8.08799314636232	9.81799091883695	8.54419169841571	8.51696065989882	8.31324585178756	9.22617132209102	8.59533208559844	9.09805840927216	8.99661471481536	9.19458450854326	9.49287464356169	7.81211311298331	9.45840661323653	9.14936607577991	8.62344258065781	8.86876083388082	8.61478344912739	9.52334631975974	9.58789000278423	8.75238064655289	9.26847182291237	9.09595078479858
EGR1	5.92148393743373	7.58458674995959	5.19849415363908	4.67807190511264	2.89141918684608	6.90929308582382	5.39746072605472	5.9500017490835	7.87098112422465	3.38543103719352	6.87442813167938	6.61485705038449	7.86455760628125	5.32445060465607	6.25285462595139	9.97419946019195	7.20075150883553	7.68783055497226	3.55949181320504	7.10045209490094	5.91623776786777	6.95803064086437	5.8507494258965	7.55550942708326	4.66562016406638	6.34305243492297	5.97108365753601	7.11301282177437	6.78070379396761	7.8530599865684	7.23314029644597	7.07221301223991	7.75868959962405	6.78672703487137	6.45959555194136	7.75328361646088	5.74119729857143	6.25342205763654	8.3094308781034	5.75167794568758	7.87725345387661	5.97269265400426	8.17147706719099	7.09571348425126	5.99344793233148	5.64558638591361	8.47419265311404	7.51230591015163	7.52958672377619	7.81902945543852	5.54070926267143	7.33699741660501	8.78496195020485	4.61882595258744	5.86195536414487	5.79103261675567	2.91456452349394	8.38392024862158	5.39746072605472	4.26528685756517	5.64875303298957	7.25559514727367	7.02978414636955	5.64961545906341	9.63417576155791	4.46401472450489	5.73063995591679	4.46074256378964	5.96185480763616	8.04390220765025	8.20349483469745	7.85947266685194	9.41941248162067	5.3684191550814	7.74805863915717	7.44385525626802	4.15785216914174	6.6873406873783	6.29480451999447	7.44493204894218	6.46483160637989	7.29140095948369	6.50700173276412	6.14934066928622	4.24336442569366	6.14323013477689	7.47403037020714	8.36181221499774	8.01858966780594	8.78466755935988	4.94719858426206	6.40871186102943	5.48091134604775	4.98185265328974	5.30597052098439	5.77505054148317	6.65992455840238	8.81448633643779	10.4913420513331	7.11301282177437	6.17552460108987	4.28095631383106	4.95791459863299
EIF2S3	7.54997714277182	7.64681068728223	8.34522780982173	7.74342071693792	7.51388547459572	8.75762335537697	7.19446139173748	7.228626318332	8.48944659862258	8.05338290258571	7.90767184385336	6.52403232340592	8.40463068421761	7.78339117107308	8.07921808726613	8.25705777666123	7.12680770314203	7.97527478760954	8.41650199286742	8.4635652422402	7.63546419816788	7.27705487614873	8.2253520607761	7.46098823344386	7.59477246041879	7.06748814148907	8.44290203849902	7.51293794347466	8.02519494298295	8.80432465852887	7.50977500432694	7.89445401282296	8.15790268278964	7.83048351645765	8.27468098840457	8.12339719714104	7.44161626940656	8.46507658077542	6.76686014382954	7.43128865429159	7.4213916318828	7.94444853103254	7.869007701616	7.55336050333533	8.11509568511297	7.5782594603609	7.04657836662033	7.67553368622549	7.72212443691394	7.18972574076697	7.71596199025514	8.46899052439356	7.71053095249918	7.61596061889305	7.67108102928862	7.49032944727463	8.42080238163181	7.02912154912541	7.77623561482759	6.44625622988956	6.53091348352971	7.51443791382931	7.94556088599388	7.4947356048628	7.45203527354619	7.88221506786627	7.53028927798578	6.91767043436176	7.38024459047819	8.64594658241534	5.76155123244448	7.84304166556987	8.65842572848259	6.68551972150409	7.89602960297675	7.48735771531155	6.09021830165332	7.67369774691144	7.30997649237056	8.29273574418819	7.45252954467793	8.413881753329	7.93369065495223	7.95373084981149	7.0866139474095	7.67065624911844	7.26303440583379	8.18075456001156	7.71486368308623	7.35799178363106	6.25115099059394	8.17990909001493	6.60836572316364	6.50096135246006	8.30792937402244	7.07456965746987	8.21247206648851	7.23390722850783	7.39882918244463	7.54519617241561	7.6991212694417	8.28095631383106	7.68039468932622
EIF3E	9.30437413990969	9.00733568184495	9.95041008927126	8.79626678701162	11.4266264315934	9.88273474316657	8.48747831005723	8.50517639016892	10.2820922486024	10.5528611879268	9.12703994431102	7.62483200245346	8.40475839590192	8.72723977748481	9.58167135857814	9.9688683532719	8.8397706747583	8.13837420612349	9.73143783631299	10.2738422121944	10.1735896975906	9.09362883606322	10.103340269096	8.98635404552468	10.3811860184561	9.54471333951366	9.24291208436506	9.03339546892662	9.94283702305608	10.9046722501561	8.21674585819531	8.9221086288434	9.46176591147608	9.55872682297507	9.6585685412961	9.42655829650224	8.42298981330018	10.7712501009244	8.61283164637236	9.85079629834943	8.33342373372519	9.20217281094583	10.6187800786184	9.54448152231079	8.91348784071516	8.21766694916485	9.34307464919886	10.8473157862228	9.23397910749051	8.5308744785945	9.8500774200049	10.6489327476081	11.4924691158003	8.93239194006853	9.76790303800272	9.68985823631924	11.2900015621441	7.52677308067883	7.39471991299406	7.03957710306068	8.2399803334899	10.2610253509343	11.8469085262239	8.9005045796554	9.77912836925098	8.03116358066362	9.08714456459187	9.35957387899711	8.84715132967763	10.4031931482143	8.01111541426339	10.4427776593015	9.7557555296597	7.39660478118186	9.09090634523191	8.60117650590473	7.83655536776678	8.21436769557362	9.04701481951759	9.71967972655395	9.6268771354987	10.9439945609196	9.91674533330993	9.08536622829996	7.67228389434739	8.7242068640687	8.79467578798686	10.6360535917989	10.0122893142394	8.90734136737938	7.9525083008265	9.88362081628567	8.75097490238735	9.01683613867334	10.0173930455305	8.4424873994662	9.09331191694703	8.9443606769972	8.57716443560936	9.93338084054501	9.58721495245253	8.68870490503168	10.4535998848915
