148-6-5-14_S9	422-092815	208-3-11-15_S13	39-3-31-14_S15	42-10-17-14_S3	62-10-2-13_S6	MGH42_101714.bam	MGH208_031115-2.bam	MGH39_033114.bam	MGH208_031115-1.bam	MGH42_101714_1.bam
ABCC1	4.21121107383085	9.22309707329635	3.54280848483529	6.40107761720843	11.0908055154486	5.83227860508358	13.1486394674833	19.5909065457809	14.5192725637557	26.7479439199824	13.6578199473884
ABCC10	6.82595231210242	13.8978999671343	3.52971124671764	4.76603018730706	2.86485133245601	3.94008471844554	22.5775034239324	24.5193321825777	31.8458435165128	37.0758417232724	17.4108811523973
ABCC11	0.377103284624631	0.420551141184061	0.0867389715936578	0.144671908557037	0.120582152638423	3.0912047285007	0.215768316428999	0.275619481954559	0.130649819603249	0.188699358147986	0.0293932613734824
ABCC2	0.541927060088444	0.406173043179255	8.09560004451905	10.7456469587614	1.26134155409653	1.01121307564286	3.30647811079751	17.2879779204621	25.6740489970398	15.138731529316	3.37544873117178
ABCC3	3.94792471797773	1.2032407094642	1.19537361644063	1.64471117656278	0.0306697160705515	0.468664649289634	0.276365388883944	6.07631510622552	1.75252647660671	5.59977435549221	0.312455075483878
ABCC4	6.81171704216059	10.9301507783461	14.5751743800717	14.7171708304582	7.6076592846276	7.62962671474856	5.8374632611022	22.5501994384667	9.52816249891673	16.9114078002632	9.25010995691092
ABCC5	13.0075205474541	9.03559768745566	22.8255902246341	12.0397594306239	6.65839129340926	57.8595653445422	25.7464585217091	62.401968478345	51.9794175941009	86.6028793910111	36.8103754446102
ABCC6	0.202254515785065	0.132205343466189	0.248497080029482	0.0353209121169961	0.144902107745093	0.201295681889835	0.33236397618916	0.283038116852088	0.0919998301890687	0.403375511054004	0.155234144023803
ABCC9	3.01284037878552	3.75154628918347	4.47445225389958	7.53792664070404	2.64141306767525	11.3475698186821	1.97400978211866	2.48154799780261	3.39991373393693	5.27695454467899	0.726595172843124
ABCD1	4.56703190593469	44.1692510979194	9.22446381163404	12.8827698520286	9.10117606218867	10.8888839481538	36.6851358833938	75.2308777356619	55.980794875675	76.5568073224951	19.3072265064981
ABCD2	1.4106827794176	0.831626212123325	5.41723478186126	0.608600459293021	1.43643460061622	0.795072766372831	0.348451113141691	0.487497773679487	0.168792437466115	1.04481117234321	0.624555241427147
ABCD3	18.3412637271818	8.07473285442692	19.0019529277544	27.3433388923888	11.5021647621909	23.3456811418706	10.4566600352629	9.67654485336879	19.4169361575758	7.07200352931373	12.0624991583523
ABCD4	20.8141777995633	12.1899487378229	11.3282844789914	11.6965598210459	16.248217267991	8.38893645028795	44.4083091692164	29.1042804508204	28.9666940151262	45.8103000888128	26.1035141662262
ABCE1	66.2228976430522	67.7224696806053	63.9485846291101	110.37759989885	31.5135397487735	62.6251215127775	45.3113080298053	98.6882318758462	85.9279396870071	63.744248317345	46.3302669837609
ABCF1	0	16.9728020246667	0	0	0	0	8.89267867925118	15.3872894483864	19.1006516892804	16.926017575639	10.6083016894925
ABCF2	43.3714891715536	103.473882862305	55.4230738802985	53.6685476786205	22.2088308687484	45.1295846619383	55.5931419018387	62.9565673160782	82.7571982422598	62.0557160383084	28.5572367410334
ABCF3	26.4570465480938	79.287108361559	15.3798466573803	19.341289737071	7.44868760760177	16.8327594418377	41.963172209413	84.2429405335921	111.016351201472	101.1830056517	25.8061417211334
ABCG1	3.80218346499592	11.4575532974725	2.13675961905535	7.82384750900959	0.934414527640822	6.5339141569847	3.89445442523441	5.60047382387583	10.8562972031039	9.36387565660539	1.39574665290107
ABCG2	7.56064372255809	1.45943407627088	1.25322432155422	3.14802736935195	0.345634245773077	6.33025140607978	0.669121172195767	0.166196759005675	3.13323265092309	0.780236491969649	0.370388844521732
ABHD1	2.68913823490596	1.32532449470641	2.63330422941669	0.43794416516379	1.02129574766473	1.05231583685565	0.640742923168793	0.545650802591141	1.59624447637323	1.28082121035705	0.562804165773275
ABHD10	17.50122377137	37.2946008271437	26.2537545528912	156.162606781867	33.2950278758704	34.2581327091911	27.2333645649306	37.1873607083946	87.1363861075679	29.9648330384322	40.736085292299
ABHD11	12.3384234925082	37.0835988422659	15.9322205866233	8.39334119767538	18.5304321420486	25.9816992280111	87.3565870135887	67.3034805482915	53.1554059193708	79.7073262871029	39.5423055880161
ABHD12	17.1493314851189	68.5090815725161	36.5905173439736	15.06413937833	26.7098044548924	17.0569603621433	69.0354732362719	138.907104316773	82.4726312792832	151.173497713856	53.4972429862237
ABHD13	9.11548456846798	31.1826641848616	31.1749585863099	79.3217637612753	171.749589203921	15.2661496006875	89.3410803577704	34.1920153661497	31.1384040639926	22.0601686446899	123.169915501867
ABHD14A	27.2216729638516	64.9046276233011	4.65468930437642	9.93120224301961	14.824906905398	6.31277355460513	46.4285726923002	29.246000564757	45.3285147165373	32.5309846111478	45.3009981066664
ABHD14B	25.0430077704674	252.490541892036	13.1498877860082	20.0935822435599	15.0446033752012	40.675876514845	103.229096007166	98.1773870338995	126.651089458847	116.808690595508	82.4599647788688
ABHD15	5.02075991338735	30.4445631246008	8.56000369481968	4.02407677052197	6.2955059095449	23.4890248570706	17.6942552930731	11.7910868250465	15.8356454805331	16.4161937206429	14.1745934885699
ABHD2	57.8396269860045	41.1859820985376	47.9036914247401	286.033455766353	62.8816599861175	27.1561156308375	71.3813091634634	51.5883112599384	398.584613012828	50.6962060088558	34.4505132252781
ABHD3	7.06637752549376	19.0066356183202	16.298905754597	14.1119778187865	6.66818047694809	15.2785039478422	13.4917648800375	17.0700598404158	24.897204407172	20.4840038826122	15.4882829602319
ABHD4	5.89959545938891	19.9272756894847	5.73878580447235	5.12664124456896	5.71765544602595	9.18631726101865	38.1127802811508	20.5107013732341	48.4630862237519	39.8918500240292	22.4733802960093
ABHD5	11.456844714482	13.1176312322642	17.5993763418614	31.669756805695	11.8258000419223	8.50868768154655	6.16219819819368	10.0086638354281	11.9882129470903	7.87259556182079	5.02814362168302
ABHD6	33.6314995334786	28.0983138605013	23.3385422940168	17.84304961734	10.0514107567427	34.7130575042314	13.5844435313784	40.7490552536935	42.5980854035195	37.4625349733253	11.0750545258694
ABHD8	1.44495886815477	30.4457231545095	2.26683173758192	2.23135844598146	1.94304489751888	0.763833119341615	9.59934701226047	13.3718863749892	30.1172093268939	17.600265138638	3.70800811926367
ABI1	34.5302339947357	72.3076347972185	66.6142276941149	45.4359772719211	49.9859588774213	96.8357479613229	94.7289963014195	74.1149443275192	33.5429705496349	65.0287314376135	122.707289742771
ABI2	24.5000595706229	28.2348323173679	11.9903238103411	22.6599927266401	17.6238015895013	14.205601993141	24.4296758632584	17.3721490034917	25.9360976609561	21.8276137494555	20.6277087260869
ABI3	6.37042094381135	19.759234527197	2.44717486810154	1.15175068387016	1.02779413449727	0.674152106176057	6.35403038492949	11.4113886554446	5.60733967373432	18.8635690100834	3.0185031642303
ABI3BP	6.55582486299416	10.9901703756139	9.16105130538563	1.4126598317214	2.11941869083927	1.06679131116241	6.91322547380146	14.6426212492776	1.28800782670976	21.2604306624738	5.30673517199564
ABL1	11.3943906296412	55.1320732950236	5.18423621941757	5.76952872875967	20.9981708483833	19.5071795532062	132.426762821631	33.3039462121974	37.092916609471	54.3771653399116	74.3911465350797
ABL2	125.194873254282	34.4274491028728	39.1913586769862	15.5451149475744	19.4331911252264	10.8008108948655	12.3054649119075	26.8429280756875	15.7835505875718	29.7175272855873	9.93783288720961
ABLIM1	3.01932147068298	14.0711061889482	4.79162755217599	0.959297489247002	3.5554579556571	4.21951202341622	5.80516649539327	10.3775302137509	1.82823149581412	21.1466996122801	1.82007867010502
ABLIM2	0.0847453550792042	0.029068076693918	0.211507156674065	0.458034092135133	0	0.18815172075493	0	0.200030717503177	0.353991116159586	0.208683391962096	0.0192130541459876
ABLIM3	19.176203830252	32.3110740433238	6.87818879677139	2.16282425668927	17.2819013402959	6.72601533993494	33.0877365734587	23.2645055335145	5.64270095510942	41.830258900367	17.9331205974567
ABR	20.1521875165519	104.697492586544	14.0828206478885	25.2229206151926	32.8291513430119	32.2794774023909	127.204406155132	100.519431370692	108.911699317731	128.891241593604	94.3029907395194
ABT1	25.376122217692	132.36193620311	15.4284336040819	21.0784534477473	10.4370446709178	20.7221313966948	39.6727804449094	79.131922329753	85.2416387796704	67.0269113756242	37.4227540246921
ABTB1	2.11010012579152	24.6494717968257	4.46865477128294	3.26793768262528	0.409598695028827	2.35530582004265	15.6493291064287	70.9834668718462	65.4029913752283	112.368042437714	12.4529931003939
ABTB2	4.28162997588364	46.8519614641311	2.1203609736167	1.18105144140735	11.3274033024569	5.48148432280802	42.6618694035975	13.6469737317045	5.79584905826775	14.312451822093	26.1904721631186
ACAA1	9.601278775353	53.2253947337383	4.3827147797312	8.02203336590359	8.86525336275808	14.9178907881991	32.4410786558419	32.3961272523811	42.1407960570295	37.6586618566749	30.3397284721195
ACAA2	3.65412480077935	28.8427990995402	18.037870842805	8.92722197417536	4.31181734860704	11.3979942970609	23.7728902677893	42.1814775534823	23.1642936636929	29.8547677625773	22.5820347990926
ACACA	7.14874992702422	10.9277195924251	4.83333258001884	6.41663230468908	7.5448928897472	16.4579347101035	13.4195570473754	10.0403603288488	10.3850747753907	12.6913646110962	19.1417815111527
ACACB	4.07183663164804	1.08447896840085	4.81187243870064	4.35168830047327	0.409388272205008	3.17510459884709	1.21713304288173	2.9387805025972	9.53052858662469	11.4064931902284	0.218615054257188
ACAD10	5.05438557940519	9.3405044310866	2.29761650287022	13.6711306207477	3.72311046156328	7.55611174642306	10.0314630470365	10.1358747416244	34.4996021001566	17.9569999241552	9.2065331679156
ACAD8	6.30321526885391	18.4412109975102	3.33759977430055	8.24564696811373	12.2304693393686	16.4124287172684	37.6910279456104	18.0483411944638	28.0575567111759	26.2978220836791	29.3745753755991
ACAD9	24.4885608423241	37.5841487687909	18.6655710433597	35.0812361308235	12.0939295304163	20.1220163550486	27.9925689769034	49.4260243006018	53.2938198730508	65.3505663087842	28.8391438170001
ACADM	19.6876533659544	57.8536552950719	17.1373295314101	52.3687258253106	27.4018202606147	20.7794520527492	33.3684994177966	32.7944023883814	41.9135278810746	28.2127824665085	47.0478148947281
ACADS	5.02156986471223	51.6130165011519	1.87464293064398	5.86520411010811	3.48048973136086	19.5941197177552	37.4537493118787	10.1091787159887	96.8030720383346	19.9861221992678	25.8371657407255
ACADSB	7.62900410479899	8.19926345369993	19.1492439122342	28.2252831820229	42.7448658045831	9.65192722147892	25.5312156205186	24.6195064746299	13.2021379302189	20.6201332313998	26.9218569938055
ACADVL	16.8219432420036	97.0597500407024	35.0006545063364	7.52496989093661	14.0475871014737	31.2842912707384	166.478741644749	136.636730504867	85.7997117118289	245.212608406755	62.3837064645235
ACAN	0.434175436648918	0.184203922901298	0.768070233331324	0.0861819547262866	0	1.62680099084761	0.0300706690710768	0.653001609622867	0.101965266751093	3.48638847666456	0.0131053847636629
ACAP1	0.907446457062734	6.21480075459319	1.34740791373243	0.210514611079026	2.11509027963563	0.774943170712197	2.15830147270663	6.09674651703752	1.93799642289582	18.5728115741823	0.619456202607317
ACAP2	40.9495899212989	32.520970595998	32.6711027216547	76.4704981606921	50.5891442543123	30.4401129875527	30.1064294635743	29.9429548935559	34.5669888872523	32.0339487250632	29.0781630435641
ACAP3	9.28297962478304	39.52447013799	2.20925901283201	16.8357236190715	2.83857639299463	6.04456321361797	51.5058734393377	54.2053104991638	364.987438924569	84.0275013827646	19.9513278405428
ACAT1	14.5930587906371	32.0723017014192	13.9919774549642	13.7466701842454	51.3657397094836	27.0023341241292	56.1652418223664	26.319605581781	34.6324057874826	13.832434230412	66.6953422526544
ACAT2	0.194070895995644	0.85027532520047	0.164550421166006	0	0.411617304510187	0	0.347011446888481	0.650125891124185	0.537904166087207	0.346831471203288	0.184003908519054
ACBD3	183.911712655292	106.652969970088	103.893892496058	82.7192789428591	80.0254927903607	80.1650467231157	58.7078685900879	83.8965106819558	77.6417542559091	73.4678554641772	72.1204195572672
ACBD4	0.250089948248412	1.01819129769227	0.252591257358534	0.480273500466748	0.100328004056917	0.71265820013956	1.20288108124819	1.43410751042288	1.02552556375857	2.54878529202838	0.605624511780002
ACBD5	44.3025071927079	21.756638121142	35.0762230334957	15.7735981585087	17.7449900790261	33.6681737333455	14.5103308087738	28.8858322605472	14.8438643541525	24.2649083195889	12.8536162438033
ACBD6	32.1267827237746	29.2284522894707	21.7439628558951	29.812253524711	22.0872458272913	10.8670098923653	25.9969266509289	23.7450256898168	29.47662662728	17.3769401190506	24.3420041532871
ACCS	8.55038236727044	20.6401008087293	3.40955326281012	5.3588622917271	1.51310745852205	18.6671521980826	16.0687539271374	28.6165477059994	56.5890104767979	49.0604799243622	10.2840779618631
ACD	0.26217374344775	0.356916254497266	0	0	0	0	0.192275736259575	0.327480510561024	0.124186488777834	0.256234684596385	0.122627108546682
ACE	2.00768461775409	5.09059888778484	1.53647640590601	1.36362596378948	1.00253201937069	0.355826943597127	7.56692697962024	8.26033426632662	4.60029846789544	19.5927445559806	1.24239336927524
ACER2	2.99713984940223	0.77852201908186	5.91970718975317	2.08301225931493	0.694465441717439	1.74793969774194	0.932001352804752	3.41284039429319	1.21896555972168	5.30965245831058	0.298836739587124
ACER3	5.74382001430981	20.9847567576943	12.3531551455505	36.2391587379944	44.1909909774606	8.41217729682154	36.9027138785592	15.7733830957406	20.1426551288952	15.6427455637512	24.9354833848487
ACHE	0.134330331840545	6.81225230996347	0.678369275907268	0.0716578832089242	2.20046698678003	0.546841036218712	33.7264824599841	4.10826348134597	0.459032141087277	4.64951591654745	22.6278784113872
ACIN1	18.5770568959607	44.0062536222707	22.8124208329933	25.1305058833928	51.3414450331328	73.7843128979061	94.7806933453839	85.8098078103302	83.4545709810544	144.275484638238	78.4837003768765
ACLY	23.9564107006809	107.490158717873	56.1977067372073	57.5830236221278	40.2228153709003	52.7343919327853	120.857964148102	56.8118620427321	75.1060005254282	56.4780746241099	115.166875839684
ACN9	0.902944339870835	0	0.23876887254074	0.985104117250464	0	0	0	0	0	0	0
ACO1	36.3504468103527	21.8713811952738	32.1497173491315	11.8652565217896	6.84637442599528	9.24318138798492	12.3967695590489	23.60527236486	26.9963422630997	26.9005612643594	15.1960697508929
ACO2	17.4619778151504	75.9145220228772	16.1737483337306	15.6594802580093	20.6444037447826	23.13030648529	80.7111144704663	70.9937944384082	43.3061107154753	64.0722305053669	65.538100506086
ACOT1	5.66792003624655	11.2682417403647	6.45409176099715	2.43334076538751	3.4361229259049	6.57366133899931	13.8490410234984	8.26266361671434	7.15046625390725	7.62545486650038	11.3556725883359
ACOT11	1.16529828701482	4.48179604664522	1.48206398694076	2.17803053564872	0	1.45602096373825	0.117204159562158	2.86121966761218	8.36479242202327	2.81144093360023	0.050107093091229
ACOT13	13.8355550238651	26.3810546232904	8.542096369748	11.6739196948961	5.99776698778517	8.1413033755873	5.4218230164949	14.7285296808451	15.5234805579826	13.108557374234	5.38059124856669
ACOT2	2.79912435409894	11.8201370047178	2.26117248848963	3.46628266047956	6.10505101776299	3.01872660061991	25.4108965922401	8.65587468468291	12.0920147179058	6.79762435294714	19.6168611360035
ACOT4	6.49185034312884	14.8788017373251	2.75065990101503	2.47596901849725	0.364180226133659	2.37643775691643	1.95497971839705	2.84410647693966	5.60312727257002	2.11679625984304	2.07891573904468
ACOT7	10.9741958078963	97.7363654618321	5.54228181406862	38.5406905572489	9.00589834667604	11.0998513533889	49.5345327076254	55.173487234812	164.12198778004	48.7326674266702	49.0940466007713
ACOT8	0.784801220775402	11.4685046547025	0.489065344639947	1.10484562911498	0.770263446166357	0.186547285638156	3.50779336685623	8.09436109876066	7.01606181628787	8.14290751286592	3.22948313758794
ACOT9	67.8961333034985	83.4008648661403	28.9274077288248	68.7533568159796	44.0029134528014	18.1442592528599	50.7363784060187	75.0910493489637	107.857924842872	86.5278656500185	42.3616209426826
ACOX1	19.338240672149	21.0891351117096	22.6184334905584	30.9188419985782	24.5898913370295	28.5804348501029	22.0237064822698	17.1827243537699	17.6614975243791	19.7976334767368	15.6881483869949
ACOX2	4.13364663651787	0.255308769998389	0.619223225732808	0.349721198759771	0.468123963582343	1.60612075659805	0.573076563320995	0.341618725374401	0.222082206265351	2.06200562449294	0.318156566992036
ACOX3	2.27299371394239	5.64204131763382	3.92280764484728	4.09518913147519	1.52753515804078	4.09505847473459	4.14469896210994	8.90240443261287	8.38782684161542	10.1262317090321	3.14812771546999
ACOXL	0.0527277212488598	0	0.212017583964928	0	0.135993446164779	0	0.222807182460558	0.332045971463868	0.0539647686491715	1.05778521719306	0.104293559650422
ACP1	88.0164471166376	95.7731080269538	61.5491619391856	88.2263055486558	220.887272540323	91.7037134429325	98.05315715517	113.717780745976	101.487921786362	91.092787549251	81.3495608445224
ACP2	20.8770404245425	107.172875004624	8.83127921091717	21.7876640018386	9.12249565592111	10.0141127127793	43.8794483991487	36.5878350666022	126.923605933843	49.1743857547796	29.7130170483642
ACP5	31.4538085901045	231.930664415801	30.484009736448	34.5155473235179	97.8705364841187	47.5498190131167	583.674284960764	346.556685860495	207.853666981935	191.136056000092	391.324120362532
ACP6	11.676760518169	10.770154119206	13.3112832000637	8.12104379101359	8.07887157314107	3.51115597394477	13.9922726750922	29.1341769290146	10.9299138192442	32.3632299462801	17.2555365039645
ACPP	1.63624078014388	0.852273883029356	1.20987852366795	2.28082631742942	0.484633495464145	0.551172073960965	0.034782709144894	0.592412728254381	1.48271337711346	0.451940700554109	0.0764756579803996
ACR	0.110219068574742	0.64727736161046	0	0	0	0	1.35604502285177	0.329941576216149	0	0.968101226529613	0.251557052101591
ACRBP	0.750784046909937	4.30294923275238	0.508524671274322	0.342499402097324	1.15762795539394	2.62756833051063	3.44196554455389	2.15349525615762	1.1569124215627	3.6508036759951	2.07870651637672
ACRC	4.07060946273545	1.20861619542327	1.5539177133232	2.03503248629434	4.43267631180615	2.62943188488581	3.8398105249306	5.72240805663193	5.82271567063126	8.92710078051829	3.32123183885202
ACRV1	0.452762898518207	1.13232362877148	0.116825733277125	1.88841546020073	0.827391425285802	0	0.338888023704324	2.78974138075041	5.80032008272177	1.91936948007886	0.993470040396775
ACSBG1	1.10796505700569	3.76533535338973	0.548608836978407	1.55727580981846	35.4141164730116	0.256999077125993	53.2020240499986	1.66678902480603	6.20584024882575	2.1340908801254	40.4401501591849
ACSF2	3.98397571047969	4.06221707471976	5.40474554073712	8.95945023140551	0.506992045799132	1.92163200363286	1.19676630707393	2.18390404668102	37.4335380948373	4.49978586785534	0.77717589540315
ACSF3	1.20643044503372	7.05790982750197	1.48226328438638	2.15953296013564	1.12362687058475	4.8628798940755	3.68182650314809	6.12007857930175	6.5509528206997	6.58138991719694	1.17325724497629
ACSL1	48.0352982049605	49.2063353897796	90.8889332591396	86.13229065104	17.33737197395	11.4179925537084	34.2941320595096	156.487020906668	133.439879512626	149.945055771881	35.4288519339087
ACSL3	96.8898322903546	137.59387382224	47.658132556145	53.2845274374398	71.3816397891098	33.0361838353285	33.4022217132817	68.2887872884555	39.4044750069223	49.8645104117012	32.7724984253922
ACSL4	176.759835459601	50.7197203896462	108.467628616208	55.3509526086616	72.0171965075006	35.2595098754594	47.1316497272278	74.7003726281133	45.9511820006281	53.0515673534762	45.0441880214242
ACSL5	8.86888109877789	7.52106968821109	5.18103548327993	2.52487794395135	5.17908674988035	2.57810232770295	10.0055182130001	6.29260422518689	2.02090680875232	13.1806455151679	10.248234253077
ACSL6	0.126060181271875	0.384839884209159	0.317928223417272	0.172723324238593	0.359933206998627	1.30425941098201	0.191961650786681	0.261556452751343	0.185975442260261	0.287793136309791	0.11451180109659
ACSM3	1.62175465269357	0.707886485492278	1.2133147077977	1.53798646338911	0	0.366774942296802	0.288900202420388	0.885689155244002	1.23152050346365	0.808501024325164	0.0589852882141095
ACSM5	2.42981941465555	0.243870769205201	0.414037132602603	0.133621383628065	0.149050567388048	0.135367543277503	1.04006447718873	0.139848849351789	1.96222819074651	0.87538951844026	0.725654542638849
ACSS1	1.93937850398422	73.4871019436824	6.58754336387769	9.31730281499024	8.34754244311845	17.6448720525554	67.2021250039571	31.9030404202186	87.7466335785437	47.1424509907653	80.5406028771651
ACSS2	11.9435168858003	68.6502477167127	10.881435135679	5.31503105396727	6.93737307587389	16.5597273906684	41.2854843892114	46.3482938967654	32.1269248279288	58.9960224570489	25.1076262610675
