422-110515	208-10-22-14_S12	62-5-27-14_S7	115-041514	272-020415
ABHD13	31.6100855825245	41.5832143702441	22.0115836528926	26.3293600549725	20.8847697035403
ABHD14A	23.9698040440465	12.1298497137263	14.978396893698	34.7725918922932	35.2930290339118
ABHD14B	132.800270467491	13.0657692209733	37.6022239122865	195.218760769768	91.0105190459493
ABHD15	37.9884757252414	11.7199123865268	11.4014739247885	18.7696559699656	25.6127654950006
ABHD2	32.506785662613	30.1511321716492	6.70593741683131	20.0590689946053	78.6080848639313
ABHD3	44.4322600681527	8.58696264883634	14.0101083650277	26.363223424797	29.1434563054959
ABHD4	22.9894727643341	5.36777812542223	15.3441481907162	36.296192246984	41.3211793904433
ABHD5	10.2764328041289	14.0424940531042	10.7002962167648	14.974540199937	9.13628535554365
ABHD6	21.0645088081241	53.1166094788629	22.5531834270102	82.4667224611491	25.7658702860148
ABHD8	42.8685377226145	1.95967285201923	0.81235650406662	39.3584760588144	29.3332521724525
ABI1	101.700124748968	23.7338538864522	65.5308464606196	90.2177255831143	78.3295976482384
ABI2	20.1817806167687	16.6288568060989	6.39020920335022	36.8388019014353	32.2374528305118
ABI3	84.5744958502884	9.4558415039048	3.64356508452021	25.3959486466966	49.1091579340365
ABI3BP	37.2681617425303	5.92360235166542	0.756302826362295	0.422914214643287	25.5794082997025
ABL1	39.4006101158578	10.8701312522136	24.3979036240614	75.5299538743081	35.6444706500866
ABL2	4.54959546221169	13.0375516075673	22.665292360631	13.6630046690976	16.3718814433154
ABLIM1	129.960946336225	16.974053337489	2.41591051986239	32.8852466638154	21.2673272834921
ABLIM2	0.36055047944784	0.357568717746013	0.133402851343881	0.28020242204761	0.153953130765212
ABLIM3	11.5663582058073	4.51636230249248	6.55463951401212	13.3002205054144	22.6863179049471
ABR	60.5679487141871	20.7237381136119	98.5153885558296	35.1459621200345	67.6988562802192
ABT1	119.052841479369	12.1122498207564	18.7499839137953	68.9064992057448	68.8007437365229
ABTB1	96.1102342753798	1.15072795028325	1.14892186819035	37.9612290188218	32.1441875283985
ABTB2	8.41412696626065	2.42538415397542	3.91218444918833	9.22248684039921	25.1051558086551
ACAA1	47.9190121765032	6.51714365786952	7.52582227713626	73.9795913251929	51.7264862267092
ACAA2	19.697886740459	31.1044468226451	20.0926253262794	71.7388251047393	28.60320875342
ACACA	7.48665874870901	5.23197639284627	21.4039363918154	15.9360713794356	11.221330628912
ACACB	7.17083966805284	2.87799998166382	2.54143880461442	11.0073007112312	7.09518518533164
ACAD10	17.6291141644759	1.97795231081037	8.71179012092394	14.4753426291679	11.944697313221
ACAD8	28.6442951016869	3.98174019594777	8.80048560851236	16.1604086766383	30.0310915617039
ACAD9	31.3093352828617	17.1990230469601	65.1907341210775	51.6511507492243	39.9594761456922
ACADM	66.7512568284776	27.1761613638753	43.2883402005687	57.5559448214966	69.6169778095726
ACADS	44.6708059386082	2.00021958596549	12.9834840710128	107.138240832339	37.1134181259946
ACADSB	24.4978512949126	13.5271679231822	8.83540061643223	39.2222096586831	7.15695824432309
ACADVL	111.733422501573	37.219412734227	56.0580935238465	57.7203310244716	114.097453337664
ACAN	0.181745649079311	0.142126397792639	0.151713745736607	0.290558966750521	0.177381536756576
ACAP1	157.081440660246	13.0281923370297	1.47267624135661	27.2033801557276	31.0177830847208
ACAP2	65.1462191430557	35.8250155836575	85.1891222135345	39.6645791594504	39.6713010976404
ACAP3	52.5265721478223	2.6253300650828	6.71639778018271	43.5425231188135	81.4996863886246
ACAT1	9.16300779130995	28.6773199643516	20.0526554990658	38.8228942772794	16.840004664289
ACAT2	0.779004633145202	0	0.192795176898149	0.496742386558608	1.00073546282712
ACBD3	51.0114787669044	26.8399265894113	108.346869536938	116.908355433242	54.9449804502029
ACBD4	1.91101197716373	0.356035998003672	0.211064584528466	1.3430887627324	0.662254309256278
ACBD5	23.3057648280564	11.5771801151867	43.6089416229734	68.4337823890695	29.8607030717099
ACBD6	15.3654531237317	14.097462555706	14.4454037572131	20.5441517199562	16.7165229185623
ACCS	33.6219275692764	4.5580227676547	14.6150612555191	11.7949303296115	28.0977682871742
ACD	0.0553383390466293	0.0964862910612008	0	0.642227187549738	0.252044538432748
ACE	10.4798258840023	5.50299075865618	1.13854826294968	8.79642214806652	19.2889917524788
ACER2	4.38566986379973	1.48329772610695	5.57737411740977	1.53427002907889	1.98528433672214
ACER3	16.5740608500963	13.8113237095646	8.10853741835249	24.4211289809221	12.0818581514014
ACHE	54.0378164899791	0.478092323321877	0.37789571149728	1.35649871123747	3.8394676001187
ACIN1	112.766246917306	22.9427868100686	44.431503320666	59.3103772210801	99.5636123349002
ACLY	68.5827236874768	27.9260777497368	36.8628760045488	100.396718953644	67.3045071993817
ACN9	0	0.203810621241165	0	0	0
ACO1	16.6395791103784	5.35191608871914	9.06351404178999	35.7533674347873	26.1730467482459
ACO2	47.9728241711739	11.9860508830117	20.4540541235596	140.966090989792	73.4969121454229
ACOT1	5.01215118164551	3.58470794895626	5.59946784079934	11.3368922915903	16.4690546815655
ACOT11	0.674643992601323	0.665854297742684	0.651171506836401	5.25698868534826	5.1980520106209
ACOT13	13.3639886339267	7.10725393497018	27.1865979314334	14.6336782321817	11.7923826553245
ACOT2	7.3564589300977	5.22486270032795	9.07593449649548	10.0567196567633	23.8067523119659
ACOT4	6.40022583305168	1.14084193060184	9.52258985217833	1.51586939663334	4.32452931905436
ACOT7	14.990766535891	6.692450328008	18.4139357883839	131.334714722122	89.4364455868108
ACOT8	10.7470157512987	0.395526989464078	0	5.34531947554749	6.30396868073864
ACOT9	35.824002419174	30.1759212651878	45.1454087009269	84.4962219449352	59.1458250687989
ACOX1	15.4357975792695	14.865163530664	34.5354633031315	28.7872919205332	17.6805293932704
ACOX2	2.07818798564269	1.10174008876752	1.60598258368413	4.14277593030993	1.69023843867228
ACOX3	6.99819504247774	8.17231227048204	4.24033306847178	9.39404779891774	5.28215746894127
ACOXL	1.39472981498451	0.391481970923663	0	0.159472796287071	0.438100000722083
ACP1	103.725209598379	205.540336098236	88.9038578511553	118.600691467385	86.3204929786096
ACP2	65.4986292450926	10.5617424514773	42.9936517166189	62.198654805209	148.972866020883
ACP5	154.547646324702	58.6457940473785	152.955915908954	321.649279617523	513.900041146963
ACP6	11.7017148953222	8.58113027308374	11.6226329466415	13.4230831567837	25.0158594609235
ACPP	0.991060658601085	0.942536753944412	1.2600315595748	0.672178461080208	2.09736513795678
ACR	0.334525290294969	0.103315065260252	0	0.831926085648845	0.0634846728319092
ACRBP	9.09755289073541	1.84723809005047	2.09260624499858	5.83211193130234	8.37924017731291
ACRC	6.99111729756996	1.41116849928913	0.57386130808051	15.3846145252295	2.54406221823265
ACRV1	2.73096345978717	0.848749162422318	0	1.53619373675262	1.7769246848626
ACSBG1	1.11382731717701	0.325512331247747	0.155283892386648	1.59193159620235	7.31801860758606
ACSF2	9.89028959192042	0.76680538511074	0.712401690245601	15.1328731436891	13.1852259631099
ACSF3	11.1875234144699	1.82462649605941	5.29575443754868	9.73012965671164	6.19532443206131
ACSL1	43.5714981861573	122.411663727285	20.2958841269793	121.209892048299	45.9977671181711
ACSL3	18.7014766559373	205.064273830997	47.9563327289003	141.484916890342	139.510758732685
ACSL4	53.4571663910262	33.1052609513446	47.5749574590581	49.5147836072607	61.2442640910409
ACSL5	61.8160243672056	8.28274836278629	3.76731117051475	13.8925803889959	37.6787516017895
ACSL6	4.85629418880029	1.1264877903727	0.510172577990863	0.906809026047765	1.35881722622348
ACSM3	1.84587572058097	0.106888030637111	0.126730318866549	0.537623961712694	1.59055959047408
ACSM5	0.661694599072971	0.191342074229026	0.613613403120742	0.235079812529215	2.51146722567664
ACSS1	81.9628414170666	3.8692930785754	3.2672922674679	48.1231097716173	39.4163510810757
ACSS2	22.5476604978227	5.63666765751013	2.97811608819756	38.9547296627836	72.6749337876956
ACSS3	2.48919072599774	1.21138523550475	15.9973921787749	0.156321521778611	11.1941447134323
ACTA2	36.8274416169703	39.1718845769643	31.8940265032336	12.3445954966813	31.8020345231313
ACTB	11960.9869458947	744.598132846169	590.043618237147	6317.50068025424	6234.80684618115
ACTG1	6804.31036677498	1065.21822558018	3136.82081202398	5569.70852579761	3756.88069162559
ACTG2	6.09291631810566	25.4964319593019	3.46232548864228	5.61989869736355	12.1165709528065
ACTL6A	6.10167302451283	26.4063002687343	41.6928820117114	12.6451350178343	11.9357662951829
ACTN1	91.5903354714466	93.9527259306415	37.4594628530351	70.9748987256529	206.12955468016
ACTN2	1.97143776182015	5.82564956068838	0.0725866138833473	2.9342155676864	2.05771721067775
ACTN4	149.10044660364	59.4144738612288	126.3563988209	435.184982806513	324.74606164217
ACTR10	2.95214479134084	0.927481439153954	1.69949004449618	2.17530251952462	1.84969605031846
ACTR1A	43.5809375565232	22.6268609247733	23.9046679800272	44.9851386538115	63.9249271511318
ACTR1B	165.673134003371	13.8885518789961	36.5647709810831	98.9378821834754	175.62157592851
ACTR2	628.19370251727	303.916764863688	138.719594322622	249.965123435312	341.40302253509
ACTR3	32.5039789931795	31.0409500803349	14.1000947537265	49.3444451993215	22.8521664399388
ACTR3B	8.25432524280991	0.716280404138928	2.44326514278269	22.2381916868149	4.11197830422023
ACTR3C	1.52894912682926	0.250808143457494	1.29452044950157	10.8733049886895	0.549771047092286
ACTR5	18.6725079138721	15.8431145252738	5.24137786061606	19.9615169348436	12.1394023712945
ACTR6	22.1997927146979	13.304794976347	15.0888021004157	38.7305384347659	22.3164265412249
ACTR8	28.4245431708338	15.5962718512389	45.1981233554572	45.0836077381455	39.4621493509526
ACVR1	19.1777812768133	20.1525393812757	9.10374712346742	36.6164650373611	43.3383483988957
ACVR1B	6.70673562877328	3.04993738419077	5.52887588245403	9.95193162769618	7.1384021392044
ACVR1C	1.25281322607579	0.453360650077313	3.00878557310995	0.199314671027989	1.41210955168368
ACVR2A	7.90511470249053	6.21707043257731	6.65970307718795	1.95717410922582	3.23242307590518
ACVR2B	1.58590229801534	5.87779077584286	11.3107830250539	3.12334629873178	3.87995969104013
ACVRL1	23.2903949419512	3.85214171971325	1.83063838985334	3.30419215881996	13.9421057377508
ACYP1	22.8454597874165	35.0744690890961	21.5033614109739	31.8454873009541	39.6250753427802
ACYP2	3.37663170261031	0.835733841950736	0.546238918230644	13.528977432809	7.19121854774175
ADA	91.532695099937	3.98879208996704	0.92851429446911	38.710291266732	36.8048690211546
ADAL	7.7745061474329	4.00872800654219	10.5789263947723	10.3116300895257	9.8830453089231
ADAM10	50.9157428223704	89.2052925026722	87.5236996189125	112.370082232969	57.9926200708319
ADAM11	1.68763817002217	3.67887431270551	5.61797775943691	19.1768918055344	0.433599312071631
ADAM12	4.0807717660271	7.89476519774104	20.8206511156622	5.3507874770941	7.646888599257
ADAM15	27.1308510164363	5.75437239387337	11.3550949668327	71.7675700083804	51.1444314893182
ADAM17	23.854945069239	70.4439063817455	56.8000237585888	29.9424684731886	24.755378967174
ADAM19	89.8076208353982	7.93699408573723	2.20788132572747	6.91076165915499	29.390244790505
ADAM22	2.07281573974953	3.63298691953146	3.15824786405205	0.0899102678500704	1.11607145960519
ADAM23	3.55041788961876	3.94139994590531	74.5354101831545	11.9098894207081	21.0722701235174
ADAM28	33.03398384683	2.88529229445446	0.522644387151258	2.58147779796121	4.14845748061958
ADAM32	0.375794341630378	1.57470885567316	2.04078004755254	0.138452961482348	0.0950886984138073
ADAM33	11.817215644321	1.52344998709984	0.300224598656211	0.532392426588086	3.77832194842241
ADAM8	80.0177399309463	3.87706537295112	0.892180070386314	19.7302967565134	37.9470846368531
ADAM9	23.2777230974366	63.04333894993	219.518174276799	45.2793103907835	64.4939558587271
ADAMDEC1	63.8954555313961	3.81410747234213	0.442239409789286	29.1453925745812	58.9297187273776
ADAMTS1	19.9880655614819	22.3301991751644	44.6828765543455	7.34369660279705	43.55205224453
ADAMTS10	34.5241148825204	1.03412177722315	2.14905138585934	4.45138886469758	6.52200169639887
ADAMTS12	0.138601528974161	3.2905954938476	3.01530721661116	0.440432276326583	2.33221364888216
ADAMTS13	4.41037672508616	1.07503123813073	1.94859220153673	4.74710166007791	1.87553865268969
ADAMTS14	4.95716007314581	0.825894466168696	0.825600952882124	5.11859734741719	4.53869198611565
ADAMTS15	2.40749035118377	2.14082232621749	2.01659641616081	0.469580610741856	3.97756493882189
ADAMTS16	0.644347792493311	0.848361997441195	0.964400770500636	0.152611349178462	0.262031494328222
ADAMTS17	1.3756450824738	0.154127839023502	0.324274968656193	3.18099656286582	2.00606769573521
ADAMTS2	2.17243355198252	9.71369229616306	8.45420507918737	1.66647161054476	11.0144967578977
ADAMTS3	1.98738876153807	1.10424486592198	0.109156821713196	0.277296832250196	0.776720415380134
ADAMTS4	8.37083843775421	3.18691485485765	2.63230322715522	14.3832724964964	98.0696338232386
ADAMTS5	1.09392640942802	5.20371489185389	3.78097927712321	0.384414196592212	2.3377602225482
ADAMTS6	1.11949922751427	1.82212973937923	0.251092387022295	0.392122023778679	1.30464354047475
ADAMTS7	5.13026747561993	0.399785590974084	0.336145102689076	1.36573526559071	6.52231903505197
ADAMTS9	1.15743839388986	2.42121512119664	1.20774954668405	0.713121262096413	3.26511723538706
ADAMTSL1	0.315245795371427	1.75940291453941	0.0282982421461184	0.0712709263406332	1.06598874319
ADAMTSL2	3.1288747278823	0	0.262858381880181	0.114766270142785	0.525472099349116
ADAMTSL3	1.96276437766199	0.741536101323994	2.65127324224126	1.23966227880484	0.851392930148877
ADAMTSL4	4.42679304821052	1.65066672093984	1.16734389571248	15.2150672134721	4.55911990845993
ADAMTSL5	4.32877358041154	1.4309915040015	0.355919179369725	13.9216165938899	4.10747382168809
ADAP1	0	0	0	0.169980142618753	0.0622620721425643
ADAP2	23.3319269499208	14.411702943912	15.3742663581245	29.4263710548799	47.9154018452793
ADAR	207.291626575601	95.8072088995808	121.231788440382	287.275268802969	196.599100855055
ADARB1	38.4072601413473	4.73963975545542	6.39579372796107	28.3983861013371	8.38315149840312
ADAT1	14.7783555461966	6.85919970507186	13.266679323809	27.3160957244736	15.2440874618522
ADAT2	16.0376999588913	6.49484058997354	1.41758325798204	2.45302649976736	8.79897565450261
ADAT3	12.8554904631935	0.615781673295993	0.623905449581263	9.66130378181725	14.0481286165204
ADC	0	0	0	0	0
ADCK1	11.2175866414335	1.26555202434607	8.47626762315534	5.8596130197427	18.3525847073092
ADCK2	42.7588054179199	8.53743005778502	22.8679642590515	78.8077817310078	67.3822088694921
ADCK4	30.5671984814892	5.77389228260674	6.55818659242505	32.5841854991376	30.1855346000905
ADCK5	42.1966577014919	2.28577438507775	26.2803376599416	27.3172600723228	20.1776983732472
ADCY1	0.603684757248892	4.02290717176109	1.4658665964781	0.154545058565007	2.09585680689764
ADCY2	0.174814637486919	0.0346737831912797	0.41395849827171	0.0869487965770114	10.019006686474
ADCY3	23.4568156562248	15.7400824948843	22.4921484169793	65.9957967065124	29.7624827409273
ADCY4	22.3230870034118	0.888141066315168	0.19500225967116	1.14542560190303	14.5913036422072
ADCY5	7.39882141897019	1.16125746617096	0.6494201324575	1.09307058553957	0.403161543107561
ADCY6	11.6044605416456	1.8563503233443	4.28944023451616	70.9644113140988	21.0103789454722
ADCY7	128.793699082031	7.04941089037313	6.66321264436361	34.4418082702109	60.8028969926022
ADCY9	6.86570142995215	9.09234066458646	19.1698235197461	1.97104913891128	6.81364962353329
ADCYAP1R1	0.331442400218297	0.0465623957536763	0.137799389091383	0.0723034465872246	0.0529680977814776
ADD1	1.05037354106219	4.08033041859482	3.45289423947076	2.44180052690568	1.50801310316067
ADD2	1.9869629356662	0.229576392382726	0.314053944576669	0.511725490249807	0.717544008060708
ADD3	185.365656994438	78.1469423407385	9.82814780582356	67.6552006201652	63.2693662864521
ADH5	108.422036050959	133.642814662283	97.6979640428131	181.690624203619	86.2084864108872
ADHFE1	5.84302129296641	1.4841982567382	4.4375527316053	7.04075737101318	3.84100561135962
ADI1	48.0278342956218	101.034190466044	294.815887272911	118.284520680533	97.6999028011517
ADIPOR1	122.126985280627	165.071306682818	179.603443694949	344.524580294704	198.647166750996
ADIPOR2	67.8438843833806	83.1343773240769	150.704115812887	300.442473386618	74.9436323095288
ADK	11.7761159540036	7.94271077698917	22.5415485044629	13.4567127447109	9.54471723319402
ADM	19.1174172915981	15.3105417842218	60.2173273572796	126.900477645437	138.330075227998
ADNP	90.4927059899893	34.5824919410573	68.8875906415442	84.994594386133	73.0149152376037
ADNP2	24.2315202856957	43.7834041086129	32.5201446054252	21.0772097690357	18.3294181530081
ADO	51.2761038504981	33.4310560577963	60.2512354198242	37.1319134592875	53.2887787321267
ADORA2B	1.82818868901265	1.1352171584819	1.79574494566498	2.72789753839546	14.7104786410982
ADORA3	4.87638282856416	2.66476500972324	3.16664368969457	17.901770215309	10.085162489578
ADPGK	145.197795037421	39.2784042161852	43.1508201713288	146.516470592157	111.206418080798
ADPRH	40.7325596723075	6.68872174599853	4.61439590578558	34.4120949167818	57.8391515124727
ADPRHL1	1.15729529179126	0.22291489472913	1.27608410010692	17.2247581300713	1.31775710418476
ADPRHL2	95.4774505429015	40.4485050985208	47.5339450690557	156.384455699459	127.825098104025
ADRA1B	3.10929839577688	0	0.476553319054917	2.36622002788716	0.232158045595413
ADRA1D	0.301705951938632	0.43622120183585	0	0	0.26174340372976
ADRA2A	82.578914991019	2.25685457933635	0.246997599157945	0.172244204404796	15.3447239346874
ADRA2C	5.16558960256397	3.08160850494811	0.0542719470896646	2.96825763288229	3.29737899981968
ADRB2	15.5913264734577	3.23703046788707	10.7055057931891	14.6510069945704	10.2972263630318
ADRBK1	590.26456480023	28.7655906864901	14.8331843162456	157.196615522404	226.176743128921
ADRBK2	17.4086024870474	6.9582457029719	24.9296004758414	9.42115502320354	6.59783138482793
ADRM1	186.458559456357	18.9510116374279	41.5779773839403	240.871216702649	300.423106132746
ADSL	47.5584567545347	28.948258963657	33.4707422669275	38.1734480971928	48.9489280755443
ADSS	54.5137086991187	27.5006644527601	16.8057523356494	47.440746260111	71.8007106997384
ADSSL1	2.1437522337557	0.232931147169158	5.63000605628223	19.9125074376295	2.62875706695226
AEBP1	124.596823715141	83.9388901306779	55.2395669292072	67.3099843057538	286.720556413654
AEBP2	28.6098641980368	31.9007720091858	24.7601289413575	25.6669080112818	17.140097578113
AEN	47.1397867503998	21.91345925429	25.7185024620337	58.3559263470961	34.0212733894077
AES	5.59935495191957	0	0.133602914184829	10.8468066651422	0.939579665823361
AFAP1	15.2083796347024	4.93385995523469	8.08284764589961	2.22767401700933	22.2487774666913
AFAP1L1	8.12643051125734	4.25718617937283	3.67882939960334	27.6444358553988	13.9674532787529
AFAP1L2	14.5083426191041	2.47815889522236	1.53441674046866	4.92941599708138	156.359694260587
AFF1	35.4632769868002	32.2126735152445	9.6599691997765	56.398587935975	24.4656077655914
AFF2	5.62192009536624	0.281594409753773	1.87611180490249	0.102801995809113	0.106690216941971
AFF3	25.4780077799544	9.29834064577114	0.924837384895862	117.440417588333	5.09738685130556
AFF4	38.3629620383379	31.3681903568678	82.682269920111	88.9903922360264	32.9763565250323
AFG3L2	13.6523078891497	74.1183275504076	142.971693005301	63.2051717465892	18.69757432561
AFMID	6.2211512022751	5.17752035472789	6.97533818751531	8.2513549687077	5.96524545402336
AFTPH	86.7247506982186	44.3232062695558	28.2196134891053	56.7382447114126	42.9804137836404
AGA	37.9133944590579	33.2978159325605	27.5651442806819	48.5881353117585	64.3831117712049
AGAP1	2.67637125968798	6.30756620687143	3.39891295827417	5.91908298210803	5.18259295602139
AGAP11	2.86847250223327	0.18463857020949	3.62110073272456	0.662187245839321	1.26788934531678
AGAP2	42.9247210655995	2.72068081413842	2.18487712718377	23.7063635210423	30.1118259296242
AGAP3	19.9046114727002	11.5225636243871	7.70883850835385	99.2720282435219	54.0471521594564
AGAP4	4.70408221248834	0.736388717103934	0.49282436255081	1.4746025710302	2.97072914721335
AGAP5	5.43311539933155	1.12255238590151	0.962987345163391	3.32892910367738	2.94079575258741
AGAP6	20.3099268534524	4.14776997528819	5.73386159264642	6.48071916990389	14.0357075680979
AGAP7	0	0	0	0	0
AGBL2	3.97954971410907	0.568315977987306	0.282705461132819	0.818125909025056	0.797513020417464
AGBL3	0.226746895710498	0.520514599898326	0.246856381679491	0.778710156461214	0.0983565353733804
AGBL5	27.4310985252405	15.3270021807535	36.2712578329269	99.8896372483641	19.8682818092769
AGER	6.66009768732158	0	0	0.738316502431473	1.10428911326589
AGFG1	39.7456618293144	28.0410886799729	12.1179734792905	50.5814291962856	40.5438349188588
AGFG2	24.7725063678027	1.50816197353301	1.04413148269177	19.1321725758279	19.5288093987645
AGGF1	37.9156712055492	24.1688855133506	105.592259067735	42.9193770598176	22.3730123267915
AGK	34.4861905648779	10.0043708984559	12.3836719302342	47.4517514000659	66.6335428248894
AGL	16.1349779920079	8.33105245737278	17.9688218033999	14.4494613885528	8.60962317546521
AGMAT	21.0632669041508	1.84093351233478	1.81046042524694	2.32205457972349	10.9355913815168
AGPAT1	16.8285911991145	0.00854125870207109	0.0920566818277784	32.2678561935282	23.4131221480776
AGPAT2	52.6126587716569	16.7140454851487	16.6057073821658	321.307360058151	63.7553201662151
AGPAT3	59.2857013479231	18.8989534747597	87.3793718968986	138.379447560957	32.6485753257152
AGPAT4	2.60950294985577	2.62266895511189	6.9553399148499	0.435052624657896	4.59253821433927
AGPAT5	27.1514301507615	21.1415509166645	38.0410889353744	19.0580739458222	28.5233062800504
AGPAT6	0	25.3394901799535	20.2203056771384	0	0
AGPAT9	0	11.8920793579501	0.508488218594265	0	0
AGPS	20.380033747557	26.2002651687104	14.3176396183905	24.7956282494747	26.2953349652662
AGRN	13.1517906698145	6.64486177566272	24.5073226242413	84.5379680430724	110.429760387879
AGRP	1.79676669592024	0.622230619792986	0.481736906858787	16.8804446632307	0.227321419645508
AGT	3.64633860022793	0.542942803061763	2.74390200683083	2.28543757416744	2.12658924364429
AGTPBP1	8.23718147036558	13.6400814484559	6.78517878281625	10.8793546843135	5.58359170690286
AGTRAP	67.9585786077455	12.3167826696647	53.510808221201	192.947605708782	163.993843816176
AHCTF1	20.0478281484102	45.2245877992518	38.936285026974	28.3323929403505	19.6297435797176
